#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,
164,LOST-ORBIT,12-May-15,$11.99,"0 (0""",72%),"000""",00:00 (00:00),PixelNAUTS,PixelNAUTS,
178,The-Escapists,13-Feb-15,$17.99,74% (89%,71%),"1,000,000?..?2,000,000",05:41 (09:03),Mouldy Toof Studios,Team17 Digital Ltd,
179,sublevel-zero,8-Oct-15,$14.99,68% (87%,71%),"0?..?20,000",00:00 (00:00),Sigtrap,Sigtrap,
181,You-Must-Build-A-Boat,4-Jun-15,$4.99,51% (80%,71%),"100,000?..?200,000",01:00 (00:20),EightyEightGames,EightyEightGames,
177,Legends-of-Eisenwald,2-Jul-15,$19.99,45% (77%,71%),"100,000?..?200,000",00:00 (00:00),Aterdux Entertainment,Aterdux Entertainment,
180,Dyscourse,25-Mar-15,$14.99,43% (76%,71%),"50,000?..?100,000",00:00 (00:00),Owlchemy Labs,Owlchemy Labs,
183,Cibele,2-Nov-15,$8.99,31% (69%,71%),"50,000?..?100,000",00:00 (00:00),Star Maid Games,0,
184,MX-vs-ATV-Unleashed,16-Apr-15,$9.99,27% (66%,71%),"20,000?..?50,000",00:00 (00:00),Rainbow Studios,THQ Nordic,
182,Act-of-Aggression---Reboot-Edition,2-Sep-15,$29.99,19% (60%,71%),"100,000?..?200,000",01:29 (00:29),Eugen Systems,Focus Home Interactive,
202,Fran-Bow,27-Aug-15,$14.99,95% (96%,70%),"200,000?..?500,000",02:38 (04:56),Killmonday Games AB,Killmonday Games AB,
195,Lakeview-Cabin-Collection,9-Apr-15,$9.99,90% (94%,70%),"100,000?..?200,000",00:18 (00:11),Roope Tamminen,Roope Tamminen,
199,Shadow-Blade-Reload,10-Aug-15,$14.99,68% (87%,70%),"20,000?..?50,000",00:00 (00:00),Dead Mage,Dead Mage,
196,Verdun,28-Apr-15,$24.99,60% (84%,70%),"500,000?..?1,000,000",01:40 (01:27),"M2H, Blackmill Games","Blackmill Games, M2H",
190,NOBUNAGAS-AMBITION-Sphere-of-Influence,1-Sep-15,$59.99,58% (83%,70%),"20,000?..?50,000",08:38 (02:52),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",
185,Dead-Synchronicity-Tomorrow-Comes-Today,10-Apr-15,$9.99,56% (82%,70%),"50,000?..?100,000",02:38 (01:45),Fictiorama Studios,Daedalic Entertainment,
201,Shiftlings,3-Mar-15,$14.99,51% (80%,70%),"50,000?..?100,000",00:00 (00:00),Rock Pocket Games,Sierra,
186,Steel-Armor-Blaze-of-War,5-Mar-15,$29.99,49% (79%,70%),"0?..?20,000",00:00 (00:00),Graviteam,Graviteam,
187,Planetbase,15-Oct-15,$19.99,45% (77%,70%),"200,000?..?500,000",01:08 (01:16),Madruga Works,Madruga Works,
188,A-Druids-Duel,25-Feb-15,$7.99,41% (75%,70%),"0?..?20,000",00:00 (00:00),Thoughtshelter Games,Surprise Attack,
194,Dungeons-2,24-Apr-15,$19.99,39% (74%,70%),"1,000,000?..?2,000,000",00:54 (00:18),Realmforge Studios,Kalypso Media Digital,
189,RONIN,30-Jun-15,$12.99,38% (73%,70%),"100,000?..?200,000",00:13 (00:08),Tomasz Wac?awek,Devolver Digital,
198,Harold,12-Feb-15,$9.99,28% (67%,70%),"0?..?20,000",00:00 (00:00),Moon Spider Studio,Moon Spider Studio,
197,The-Swindle,28-Jul-15,$14.99,24% (64%,70%),"20,000?..?50,000",10:03 (03:21),Size Five Games,Size Five Games,
200,Bunker---The-Underground-Game,21-May-15,$3.99,22% (62%,70%),"0?..?20,000",00:01 (00:00),Nightly Studios,2tainment GmbH,
191,StarDrive-2,9-Apr-15,$29.99,16% (56%,70%),"50,000?..?100,000",00:00 (00:00),Zero Sum Games,Iceberg Interactive,
192,Overclocked-A-History-of-Violence,3-Apr-15,$14.99,"0 (0""",70%),"000""",00:00 (00:00),House of Tales,HandyGames,
193,The-Moment-of-Silence,27-Mar-15,$14.99,"0 (0""",70%),"000""",00:00 (00:00),House of Tales,HandyGames,
205,Mayan-Death-Robots,20-Nov-15,$6.99,87% (93%,69%),"0?..?20,000",00:00 (00:00),Sileni Studios,"Vermont Software Studios,LLC",
204,The-Coma-Cutting-Class,19-Oct-15,0,80% (91%,69%),"0?..?20,000",00:00 (00:00),Devespresso Games,Devespresso Games,
216,Lumini,3-Sep-15,$12.99,74% (89%,69%),"0?..?20,000",00:00 (00:00),Speelbaars,Rising Star Games,
206,Train-Valley,16-Sep-15,$9.99,71% (88%,69%),"200,000?..?500,000",02:30 (03:06),"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",Flazm,
203,Freaking-Meatbags,4-Feb-15,$9.99,68% (87%,69%),"20,000?..?50,000",00:00 (00:00),Wild Factor,Plug In Digital,
214,BloodsportsTV,30-Mar-15,$9.99,51% (80%,69%),"100,000?..?200,000",02:34 (01:10),"Toadman Interactive, Fatshark",Fatshark,
208,Clandestine,5-Nov-15,$19.99,49% (79%,69%),"20,000?..?50,000",00:00 (00:00),Logic Artists,Logic Artists,
207,Magicka-2,26-May-15,$14.99,45% (77%,69%),"500,000?..?1,000,000",01:51 (01:08),Pieces Interactive,Paradox Interactive,
213,Star-Hammer-The-Vanguard-Prophecy,4-Jun-15,$19.99,41% (75%,69%),"0?..?20,000",00:00 (00:00),Black Lab Games,Slitherine Ltd.,
210,holy-potatoes!-a-weapon-shop!,13-Jul-15,$14.99,36% (72%,69%),"100,000?..?200,000",02:16 (00:45),Daylight Studios,"Daedalic Entertainment, Daylight Studios",
211,Albert-and-Otto,28-Oct-15,$4.99,27% (66%,69%),"100,000?..?200,000",00:32 (00:10),K Bros Games,K Bros Games,
212,FINAL-FANTASY-TYPE-0-HD,18-Aug-15,$29.99,17% (58%,69%),"100,000?..?200,000",00:39 (00:13),Square Enix,Square Enix,
215,Valhalla-Hills,2-Dec-15,$14.99,17% (58%,69%),"100,000?..?200,000",07:38 (04:55),Funatics Software,Daedalic Entertainment,
209,Oblitus,27-Feb-15,$14.99,11% (50%,69%),"0?..?20,000",00:00 (00:00),Connor Ullmann,Adult Swim Games,
229,Tony-Tough-and-the-Night-of-Roasted-Moths,7-May-15,$9.99,"0 (0""","68%),,0?..?20","000""",00:00 (00:00),Nayma Software,Nightdive Studios,
231,Paperbound,31-Mar-15,$9.99,"0 (0""","68%),,0?..?20","000""",00:00 (00:00),Dissident Logic,Dissident Logic,
224,Inside-My-Radio,11-May-15,$14.99,87% (93%,68%),"20,000?..?50,000",00:00 (00:00),Seaven Studio,Iceberg Interactive,
219,FIM-Speedway-Grand-Prix-15,30-Nov-15,$24.99,80% (91%,68%),"20,000?..?50,000",00:05 (00:01),SoftPlanet,SoftPlanet,
222,Car-Mechanic-Simulator-2015,23-Apr-15,$19.99,77% (90%,68%),"500,000?..?1,000,000",03:24 (02:06),Red Dot Games,PlayWay S.A.,
217,Pixel-Galaxy,2-Oct-15,$9.99,74% (89%,68%),"0?..?20,000",00:00 (00:00),Serenity Forge,Serenity Forge,
233,Parallax,10-Mar-15,$4.99,74% (89%,68%),"0?..?20,000",00:00 (00:00),Toasty Games,Toasty Games,
230,INK,5-Aug-15,$4.99,68% (87%,68%),"200,000?..?500,000",01:05 (00:21),ZackBellGames,ZackBellGames,
232,Five-Nights-at-Freddys-3,2-Mar-15,$7.99,68% (87%,68%),"200,000?..?500,000",00:09 (00:03),Scott Cawthon,Scott Cawthon,
223,Masochisia,9-Oct-15,$7.99,68% (87%,68%),"0?..?20,000",00:00 (00:00),Oldblood,Oldblood,
234,In-Between,21-Aug-15,$11.99,66% (86%,68%),"50,000?..?100,000",00:00 (00:00),Gentlymad,Headup Games,
220,The-Charnel-House-Trilogy,16-Apr-15,$5.99,53% (81%,68%),"20,000?..?50,000",00:00 (00:00),Owl Cave,Owl Cave,
225,Master-Spy,8-Sep-15,$9.99,47% (78%,68%),"50,000?..?100,000",00:44 (00:14),TURBOGUN,TURBOGUN,
226,Nova-111,25-Aug-15,$8.99,47% (78%,68%),"50,000?..?100,000",00:00 (00:00),Funktronic Labs,Funktronic Labs,
218,RIDE,27-Mar-15,$19.99,39% (74%,68%),"50,000?..?100,000",06:02 (09:08),Milestone S.r.l.,Milestone S.r.l.,
221,nom-nom-galaxy,3-Aug-15,$9.99,38% (73%,68%),"50,000?..?100,000",02:31 (00:50),Q-Games Ltd.,Q-Games Ltd.,
228,The-Masterplan,4-Jun-15,$19.99,23% (63%,68%),"50,000?..?100,000",01:21 (00:27),Shark Punch,Shark Punch,
227,Warlocks-vs-Shadows,19-Aug-15,$13.99,19% (60%,68%),"20,000?..?50,000",00:00 (00:00),Frozen District,ONE MORE LEVEL,
238,ARMED-SEVEN,6-Mar-15,$4.99,"0 (0""","67%),,0?..?20","000""",00:00 (00:00),ASTRO PORT,Nyu Media,
235,Keep-Talking-and-Nobody-Explodes,8-Oct-15,$14.99,99% (98%,67%),"500,000?..?1,000,000",00:54 (01:01),Steel Crate Games,Steel Crate Games,
241,SimplePlanes,17-Dec-15,$12.99,80% (91%,67%),"200,000?..?500,000",00:39 (00:44),"Jundroo, LLC","Jundroo, LLC",
237,Last-Word,8-May-15,$9.99,56% (82%,67%),"50,000?..?100,000",00:36 (00:12),Twelve Tiles,Degica,
236,The-Park,27-Oct-15,$12.99,31% (69%,67%),"100,000?..?200,000",01:05 (00:42),Funcom,Funcom,
240,Uncanny-Valley,23-Apr-15,$9.99,25% (65%,67%),"100,000?..?200,000",00:00 (00:00),Cowardly Creations,Cowardly Creations,
239,Skyshines-BEDLAM,16-Sep-15,$19.99,18% (59%,67%),"20,000?..?50,000",00:00 (00:00),Skyshine Games,Versus Evil,
250,Ghost-Pirates-of-Vooju-Island,27-Jan-15,$9.99,"0 (0""","66%),,0?..?20","000""",00:00 (00:00),Autumn Moon,Viva Media,
246,Fairy-Fencer-F,4-Aug-15,$19.99,80% (91%,66%),"100,000?..?200,000",02:20 (01:54),"Idea Factory, Compile Heart",Idea Factory International,
244,Planet-of-the-Eyes,24-Aug-15,$9.99,77% (90%,66%),"50,000?..?100,000",01:23 (00:27),Cococucumber,Cococucumber,
245,Rooms-The-Unsolvable-Puzzle,1-May-15,$14.99,74% (89%,66%),"0?..?20,000",00:00 (00:00),HandMade Game,HandMade Game,
248,Citizens-of-Earth,20-Jan-15,$14.99,71% (88%,66%),"100,000?..?200,000",00:00 (00:00),Eden Industries,ATLUS USA,
252,Swords-and-Sorcery---Underworld---Definitive-Edition,15-Dec-15,$14.99,43% (76%,66%),"0?..?20,000",00:00 (00:00),OlderBytes,OlderBytes,
247,Saints-Row-Gat-out-of-Hell,20-Jan-15,$14.99,38% (73%,66%),"500,000?..?1,000,000",01:36 (04:02),"Deep Silver Volition, High Voltage Software",Deep Silver,
251,Hot-Tin-Roof-The-Cat-That-Wore-A-Fedora,20-Feb-15,$14.99,38% (73%,66%),"100,000?..?200,000",01:32 (00:30),Glass Bottom Games,Glass Bottom Games,
249,Rogue-State,16-Oct-15,$12.99,34% (71%,66%),"20,000?..?50,000",00:00 (00:00),"LRDGames, Inc.",Black Shell Media,
243,FIVE-Guardians-of-David,24-Nov-15,$9.99,28% (67%,66%),"20,000?..?50,000",00:00 (00:00),Kingdom Games,Kingdom Games,
242,Sunset,21-May-15,$19.99,27% (66%,66%),"0?..?20,000",00:24 (00:08),Tale of Tales,Tale of Tales,
254,The-Escapists-The-Walking-Dead,30-Sep-15,$17.99,19% (60%,66%),"100,000?..?200,000",10:58 (10:58),Team17 Digital Ltd,Team17 Digital Ltd,
255,Oscura-Lost-Light,24-Feb-15,$6.99,16% (57%,66%),"20,000?..?50,000",00:00 (00:00),Chocolate Liberation Front,Surprise Attack,
253,Albedo-Eyes-from-Outer-Space,10-Apr-15,$14.99,11% (49%,66%),"50,000?..?100,000",00:00 (00:00),Z4G0 and Ivan Venturi Productions,Merge Games,
258,Slow-Down-Bull,20-Apr-15,$1.99,"0 (0""","65%),,0?..?20","000""",00:00 (00:00),Insomniac Games,Insomniac Games,
260,WRC-5,8-Oct-15,$39.99,9% (46%,65%),"20,000?..?50,000",00:23 (00:07),KT Racing,"Bigben Interactive, Plug In Digital",
264,FEIST,23-Jul-15,$9.99,38% (73%,65%),"20,000?..?50,000",00:00 (00:00),Bits & Beasts,Finji,
261,Stairs,28-Sep-15,$12.99,38% (73%,65%),"0?..?20,000",00:00 (00:00),GreyLight Entertainment,Digital Tribe,
257,Cradle,24-Jul-15,$12.99,33% (70%,65%),"20,000?..?50,000",00:33 (00:21),Flying Cafe for Semianimals,Flying Cafe for Semianimals,
265,Lethis---Path-of-Progress,25-Jun-15,$19.99,33% (70%,65%),"20,000?..?50,000",00:00 (00:00),Triskell Interactive,Triskell Interactive,
262,Heroes-of-Normandie,1-Oct-15,$29.99,33% (70%,65%),"0?..?20,000",00:00 (00:00),Cat Rabbit,Slitherine Ltd.,
256,Heroes-of-Might-Magic-III---HD-Edition,28-Jan-15,$14.99,28% (67%,65%),"500,000?..?1,000,000",04:28 (03:40),DotEmu,Ubisoft Entertainment,
259,ZOMBI,18-Aug-15,$19.99,24% (64%,65%),"50,000?..?100,000",01:55 (01:50),Straight Right,Ubisoft,
263,War-the-Game,12-Jan-15,$6.99,21% (61%,65%),"20,000?..?50,000",00:00 (00:00),GabberGames.com,GabberGames.com,
266,Journey-To-The-Center-Of-The-Earth,23-Sep-15,$0.99,"0 (0""",65%),000?..?500,"000""",167:44 (111:49),"insayn, 4Nation5",insayn
268,Legions-of-Steel,16-Jul-15,$19.99,"0 (0""","64%),,0?..?20","000""",00:00 (00:00),Studio Nyx,Slitherine Ltd.,
267,ohsir!,21-Dec-15,0,80% (91%,64%),"100,000?..?200,000",00:00 (00:00),Vile Monarch,Good Shepherd Entertainment,
274,Sid-Meiers-Starships,12-Mar-15,$14.99,8% (44%,64%),"200,000?..?500,000",00:06 (00:02),Firaxis Games,2K,
271,Party-Hard,25-Aug-15,$12.89,71% (88%,64%),"200,000?..?500,000",01:24 (01:52),"Pinokl Games, Kverta",tinyBuild,
269,Fire,9-Apr-15,$9.99,66% (86%,64%),"0?..?20,000",00:00 (00:00),Daedalic Entertainment,EuroVideo Medien,
270,Phantom-Breaker-Battle-Grounds,23-Jan-15,$11.99,60% (84%,64%),"100,000?..?200,000",01:46 (00:35),MAGES. Inc.,Degica,
272,Legend-of-Kay-Anniversary,27-Jul-15,$19.99,34% (71%,64%),"0?..?20,000",00:00 (00:00),"KAIKO, Neon Studios",THQ Nordic,
273,Kholat,9-Jun-15,$19.99,33% (70%,64%),"200,000?..?500,000",04:06 (02:43),IMGN.PRO,IMGN.PRO,
275,The-Incredible-Adventures-of-Van-Helsing-III,22-May-15,$14.99,16% (56%,64%),"100,000?..?200,000",00:01 (00:00),NeocoreGames,NeocoreGames,
277,Grand-Ages-Medieval,25-Sep-15,$19.99,8% (43%,63%),"50,000?..?100,000",00:00 (00:00),Gaming Minds Studios,Kalypso Media Digital,
282,MISSING-An-Interactive-Thriller---Episode-One,25-May-15,0,66% (86%,63%),"20,000?..?50,000",00:00 (00:00),Zandel Media,Zandel Media,
280,Conflicks---Revolutionary-Space-Battles,5-Nov-15,$6.99,56% (82%,63%),"0?..?20,000",00:00 (00:00),Artifice Studio,Artifice Studio,
276,Dirty-Bomb,15-Jun,Free,49% (79%,63%),"5,000,000?..?10,000,000",17:41 (01:18),Splash Damage,Warchest Ltd.,
281,15-Days,1-Apr-15,$9.99,4% (33%,63%),"0?..?20,000",00:00 (00:00),House of Tales,HandyGames,
279,SKYHILL,6-Oct-15,$14.99,33% (70%,63%),"100,000?..?200,000",00:35 (00:15),Mandragora,Daedalic Entertainment,
278,Pneuma-Breath-of-Life,27-Feb-15,$19.99,30% (68%,63%),"0?..?20,000",00:00 (00:00),"Deco Digital, Bevel Studios",Deco Digital,
283,Life-is-Feudal-Your-Own,17-Nov-15,$19.99,24% (64%,63%),"200,000?..?500,000",43:27 (35:01),Bitbox Ltd.,Bitbox Ltd.,
284,Vertiginous-Golf,6-May-15,$9.99,24% (64%,63%),"200,000?..?500,000",00:04 (00:02),Kinelco & Lone Elk Creative,Fellow Traveller,
288,Etherium,25-Mar-15,$9.99,7% (42%,62%),"50,000?..?100,000",00:00 (00:00),Tindalos Interactive,Focus Home Interactive,
289,NEON-STRUCT,20-May-15,$17.99,68% (87%,62%),"20,000?..?50,000",00:00 (00:00),Minor Key Games,Minor Key Games,
285,Dex,7-May-15,$19.99,66% (86%,62%),"100,000?..?200,000",01:20 (01:09),Dreadlocks Ltd.,"Dreadlocks Ltd., Badland Games, Techland",
286,Euclidean,25-Sep-15,$4.99,30% (68%,62%),"20,000?..?50,000",00:00 (00:00),Alpha Wave Entertainment,AAD Productions,
287,PONCHO,3-Nov-15,$9.99,30% (68%,62%),"20,000?..?50,000",00:00 (00:00),Delve Interactive,Rising Star Games,
293,Sym,7-May-15,$7.99,"0 (0""","61%),,0?..?20","000""",00:00 (00:00),Atrax Games,Mastertronic,
297,F1-2015,9-Jul-15,$39.99,8% (44%,61%),"2,000,000?..?5,000,000",01:59 (01:45),"Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",
296,Perils-of-Man,28-Apr-15,$9.99,53% (81%,61%),"20,000?..?50,000",00:00 (00:00),"IF Games, Vertigo Games",Vertigo Games,
294,Windward,12-May-15,$9.99,51% (80%,61%),"200,000?..?500,000",00:00 (00:00),Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,
295,venetica,23-Jan-15,$9.99,45% (77%,61%),"20,000?..?50,000",01:56 (00:38),Deck13,Deck13,
290,Disorder,12-Jan-15,$3.99,38% (73%,61%),"0?..?20,000",00:00 (00:00),Swagabyte Games,Rooster Teeth Games,
292,Magnetic-Cage-Closed,26-May-15,$14.99,28% (67%,61%),"20,000?..?50,000",00:00 (00:00),Guru Games,Good Shepherd Entertainment,
291,Traverser,9-Jul-15,$14.99,27% (66%,61%),"0?..?20,000",00:00 (00:00),Gatling Goat Studios,Adult Swim Games,
300,Sylvio,5-Jun-15,$12.99,51% (80%,60%),"0?..?20,000",00:00 (00:00),Stroboskop,Stroboskop,
299,I-am-Bread,9-Apr-15,$12.99,45% (77%,60%),"500,000?..?1,000,000",00:24 (00:22),Bossa Studios,Bossa Studios,
298,Beyond-Eyes,11-Aug-15,$14.99,39% (74%,60%),"100,000?..?200,000",00:00 (00:00),"Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,
302,Decay-The-Mare,13-Feb-15,$4.99,38% (73%,60%),"100,000?..?200,000",01:47 (01:01),Shining Gate Software,Daedalic Entertainment,
301,a-fistful-of-gun,23-Sep-15,$12.99,19% (60%,60%),"100,000?..?200,000",03:36 (01:12),FarmerGnome,Devolver Digital,
303,blue-estate,8-Apr-15,$12.99,80% (91%,59%),"50,000?..?100,000",00:00 (00:00),HE SAW,HE SAW,
306,Cross-of-the-Dutchman,10-Sep-15,$8.99,34% (71%,59%),"20,000?..?50,000",00:00 (00:00),Triangle Studios,Triangle Studios,
307,VoidExpanse,2-Apr-15,$14.99,27% (66%,59%),"20,000?..?50,000",00:00 (00:00),AtomicTorch Studio,AtomicTorch Studio,
308,Dream,31-Jul-15,$8.99,17% (58%,59%),"50,000?..?100,000",00:01 (00:00),HyperSloth,Mastertronic,
304,The-Deer-God,27-Feb-15,$14.99,16% (56%,59%),"50,000?..?100,000",00:00 (00:00),"Crescent Moon Games, Cinopt Studios",Crescent Moon Games,
305,Subject-13,28-May-15,$9.99,12% (51%,59%),"50,000?..?100,000",04:08 (01:22),Paul Cuisset,Microids,
310,DiscStorm,20-Aug-15,$11.99,"0 (0""","58%),,0?..?20","000""",00:00 (00:00),XMPT Games,XMPT Games,
309,Bards-Gold,14-Aug-15,$4.99,68% (87%,58%),"0?..?20,000",00:00 (00:00),Pixel Lantern,Pixel Lantern,
312,Shelter-2,9-Mar-15,$14.99,60% (84%,58%),"200,000?..?500,000",00:00 (00:00),Might and Delight,Might and Delight,
315,There-Came-an-Echo,24-Feb-15,$14.99,34% (71%,58%),"20,000?..?50,000",00:00 (00:00),Iridium Studios,Iridium Studios,
313,The-Weaponographist,29-Apr-15,$9.99,21% (61%,58%),"20,000?..?50,000",00:00 (00:00),Puuba,Puuba,
314,Kyn,28-Jul-15,$19.99,21% (61%,58%),"0?..?20,000",00:00 (00:00),Tangrin Entertainment,Versus Evil,
311,Lost-Horizon-2,1-Oct-15,$14.99,10% (47%,58%),"20,000?..?50,000",00:00 (00:00),Animation Arts GmbH,Deep Silver,
319,Tengami,15-Jan-15,$4.99,56% (82%,57%),"50,000?..?100,000",00:00 (00:00),Nyamyam,Nyamyam,
316,Toren,11-May-15,$9.99,28% (67%,57%),"50,000?..?100,000",00:00 (00:00),Swordtales,Versus Evil,
317,Vector-Thrust,2-Jul-15,$24.99,15% (55%,57%),"50,000?..?100,000",00:00 (00:00),TimeSymmetry,Iceberg Interactive,
320,Armikrog,30-Sep-15,$9.99,15% (55%,57%),"20,000?..?50,000",00:00 (00:00),Pencil Test Studios,Versus Evil,
318,Pulse,20-Oct-15,$7.99,10% (48%,57%),"0?..?20,000",00:00 (00:00),Pixel Pi Games,Pixel Pi Games,
321,Supreme-League-of-Patriots,29-Jan-15,$5.99,47% (78%,56%),"20,000?..?50,000",00:00 (00:00),No Bull Intentions,Phoenix Online Publishing,
322,Fair-Strike,23-Apr-15,$3.99,"0 (0""",56%),"000""",00:00 (00:00),G5 Software,Buka Entertainment,
323,Gryphon-Knight-Epic,20-Aug-15,$6.99,83% (92%,55%),"20,000?..?50,000",01:42 (00:34),Cyber Rhino Studios,Cyber Rhino Studios,
328,Warhammer-Quest,7-Jan-15,$14.99,31% (69%,55%),"50,000?..?100,000",00:00 (00:00),"Rodeo Games, Twistplay",Chilled Mouse,
325,Hektor,13-Mar-15,$9.99,25% (65%,55%),"200,000?..?500,000",03:01 (01:56),Rubycone,Rubycone,
324,Calvino-Noir,27-Aug-15,$6.99,24% (64%,55%),"20,000?..?50,000",00:00 (00:00),Calvino Noir Limited,Calvino Noir Limited,
326,Woolfe---The-Red-Hood-Diaries,17-Mar-15,$9.99,19% (60%,55%),"50,000?..?100,000",00:04 (00:01),GRIN,Rebellion,
329,Red-Game-Without-A-Great-Name,9-Dec-15,$2.99,"0 (0""",55%),000?..?50,"000""",00:00 (00:00),iFun4all S.A.,iFun4all S.A.
327,Mushroom-Men-Truffle-Trouble,10-Mar-15,$2.99,"0 (0""",55%),"000""",00:00 (00:00),Red Fly Studio,Red Fly Studio,
330,Hatoful-Boyfriend-Holiday-Star,15-Dec-15,$9.99,95% (96%,54%),"20,000?..?50,000",00:00 (00:00),"Mediatonic, The Irregular Corporation",Devolver Digital,
332,Bedlam,13-Oct-15,$12.99,30% (68%,54%),"100,000?..?200,000",00:00 (00:00),RedBedlam,KISS ltd,
331,Son-of-Nor,27-Apr-15,$19.99,13% (52%,54%),"0?..?20,000",00:00 (00:00),stillalive studios,Viva Media,
333,Red-Goddess-Inner-World,1-Sep-15,$9.99,6% (39%,53%),"0?..?20,000",00:00 (00:00),Yanim Studio,Yanim Studio,
334,Worlds-of-Magic,19-Mar-15,$24.99,7% (41%,52%),"20,000?..?50,000",00:00 (00:00),Wastelands Interactive,Wastelands Interactive,
335,Five-Nights-at-Freddys-4,23-Jul-15,$7.99,83% (92%,51%),"200,000?..?500,000",00:05 (00:03),Scott Cawthon,Scott Cawthon,
336,Animal-Gods,12-Oct-15,$9.99,"0 (0""",50%),"000""",00:00 (00:00),Still Games,Still Games,
338,TRISTOY,15-Jan-15,$6.99,9% (46%,49%),"20,000?..?50,000",00:00 (00:00),Uniworlds Game Studios,"Merge Games, Headup Games",
340,Corpse-of-Discovery,25-Aug-15,$7.99,22% (62%,49%),"0?..?20,000",00:00 (00:00),Phosphor Games,Phosphor Games,
339,theHunter-Primal,31-Mar-15,$9.99,17% (58%,49%),"100,000?..?200,000",00:00 (00:00),"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",
337,Anomaly-1729,30-Dec-15,$9.99,"0 (0""",49%),"000""",00:00 (00:00),"Anvil Drop, LLC",Black Shell Media,
342,Lucius-II,13-Feb-15,$19.99,18% (59%,48%),"100,000?..?200,000",01:36 (01:16),Shiver Games,Shiver Games,
341,Epanalepsis,21-May-15,$3.99,"0 (0""",48%),"000""",00:00 (00:00),Cameron Kunzelman,,
343,karmaflow-the-rock-opera-videogame,6-May-15,$4.99,39% (74%,47%),"0?..?20,000",00:00 (00:00),Basecamp Games,Basecamp Games,
344,Cities-XXL,5-Feb-15,$9.99,3% (28%,47%),"100,000?..?200,000",04:38 (01:32),Focus Home Interactive,Focus Home Interactive,
345,COAST-GUARD,21-Oct-15,$14.99,3% (27%,47%),"0?..?20,000",00:00 (00:00),Reality Twist GmbH,astragon Sales & Services GmbH,
346,Viridi,19-Aug-15,Free,77% (90%,46%),"500,000?..?1,000,000",00:13 (00:10),"Zoe Vartanian, Badru, Isa Hutchinson, Michael Bell",Ice Water Games,
347,LA-Cops,13-Mar-15,$14.99,19% (60%,45%),"0?..?20,000",00:00 (00:00),Modern Dream,Team17 Digital Ltd,
348,I-Cant-Escape-Darkness,17-Sep-15,$11.99,71% (88%,43%),"0?..?20,000",00:00 (00:00),Fancy Fish Games,Fancy Fish Games,
349,Hatred,1-Jun-15,$5.99,45% (77%,43%),"200,000?..?500,000",01:38 (01:37),Destructive Creations,Destructive Creations,
350,ENKI,31-Jul-15,$4.99,17% (58%,43%),"20,000?..?50,000",05:15 (01:45),Storm in a Teacup,SOEDESCO Publishing,
351,The-Flock,21-Aug-15,$16.99,5% (37%,36%),"20,000?..?50,000",00:00 (00:00),Vogelsap,Vogelsap,
352,Zombeer,30-Jan-15,$4.99,41% (75%,32%),"0?..?20,000",00:00 (00:00),"Moonbite Games, PadaOne Games",U&I Entertainment,
870,paint-it-back,14-Oct-15,$7.99,99% (98%),,"20,000?..?50,000",00:00 (00:00),Casual Labs,Casual Labs,
2186,higurashi-when-they-cry-chapter-2---watanagashi,13-Nov-15,$7.99,99% (98%),,"20,000?..?50,000",04:00 (02:39),07th Expansion,MangaGamer,
2625,Little-Big-Adventure-2,20-Oct-15,$3.99,99% (98%),,"20,000?..?50,000",00:00 (00:00),DotEmu,DotEmu,
2674,fault-milestone-two-sideabove,8-Sep-15,$14.99,99% (98%),,"100,000?..?200,000",00:14 (00:05),ALICE IN DISSONANCE,Sekai Project,
1169,Quell,14-May-15,$3.99,99% (98%),,"0?..?20,000",00:00 (00:00),Fallen Tree Games Ltd,Green Man Gaming Publishing,
2199,Bullet-Heaven-2,7-Dec-15,$11.99,99% (98%),,"0?..?20,000",00:00 (00:00),Matt Roszak,Matt Roszak,
2361,Umihara-Kawase,2-Nov-15,$9.99,99% (98%),,"0?..?20,000",00:00 (00:00),Studio Saizensen,Degica,
2642,Lost-Lands-Dark-Overlord,26-Jun-15,$6.99,99% (98%),,"0?..?20,000",00:00 (00:00),FIVE-BN GAMES,FIVE-BN GAMES,
1532,Eternal-Senia,18-Jun-15,Free,97% (97%),,"500,000?..?1,000,000",00:58 (01:07),Holy Priest,Holy Priest,
418,Duet,3-Aug-15,$4.99,97% (97%),,"50,000?..?100,000",00:06 (00:02),Kumobius,Kumobius,
429,eden,30-Jan-15,$19.99,97% (97%),,"50,000?..?100,000",58:59 (89:28),minori,MangaGamer,
1171,Dungeon-Warfare,4-Nov-15,$9.99,97% (97%),,"50,000?..?100,000",08:48 (08:15),Valsar,Valsar,
1637,nightmares-from-the-deep-davy-jones,29-Jan-15,$9.99,97% (97%),,"50,000?..?100,000",00:47 (00:15),Artifex Mundi,Artifex Mundi,
