"","V1","V2","V3","V4","V5"
"c..Name....CriticRate....CriticNum....UserRate....UserNum..","Name","CriticRate","CriticNum","UserRate","UserNum"
"cur15_sta.1696","Goggles - World of Vaporia","NA","
                                1
                            ","NA","0"
"cur15_sta.1697","Serafina's Crown","NA","0","NA","0"
"cur15_sta.1698","Match 3 Revolution","NA","0","NA","0"
"cur15_sta.1699","Vicky Saves the Big Dumb World","NA","
                                1
                            ","NA","0"
"cur15_sta.1700","Pixel Space","NA","0","NA","0"
"cur15_sta.1701","Countless Rooms of Death","NA","0","NA","0"
"cur15_sta.1702","Breakout Invaders","NA","0","NA","0"
"cur15_sta.1703","Hypt","NA","0","NA","0"
"cur15_sta.1704","Desert Law","NA","0","NA","0"
"cur15_sta.1705","Ookibloks","NA","0","NA","0"
"cur15_sta.1706","Haywire on Fuel Station Zeta","NA","0","NA","0"
"cur15_sta.1707","Bleeding Border","NA","0","NA","0"
"cur15_sta.1708","Z.A.R.","NA","0","NA","0"
"cur15_sta.1709","Cyberpunk 3776","NA","0","NA","0"
"cur15_sta.1710","RPG Maker 2000","NA","0","NA","0"
"cur15_sta.1711","Demon Horde Master","NA","0","NA","0"
"cur15_sta.1712","Anti-Opoly","NA","0","NA","0"
"cur15_sta.1713","Catorize","NA","0","NA","0"
"cur15_sta.1714","Chronicles of a Dark Lord: Rhapsody Clash","NA","
                                1
                            ","NA","0"
"cur15_sta.1715","Goodnight Butcher","NA","
                                1
                            ","NA","0"
"cur15_sta.1716","Tompi Jones","NA","0","NA","0"
"cur15_sta.1717","CortexGear AngryDroids","NA","0","NA","0"
"cur15_sta.1718","Arclight Cascade","NA","0","NA","0"
"cur15_sta.1719","Edolie","NA","0","NA","0"
"cur15_sta.1720","Castles","NA","0","
8.0
    ","8 Ratings"
"cur15_sta.1721","Wizards' Clash","NA","0","NA","0"
"cur15_sta.1722","Unlimited Escape 2","NA","0","NA","0"
"cur15_sta.1723","ZombieZoid Zenith","NA","0","NA","0"
"cur15_sta.1724","Warlock's Citadel","NA","0","NA","0"
"cur15_sta.1725","Fantastic Pinball Thrills","NA","0","NA","0"
"cur15_sta.1726","Nusakana","NA","0","NA","0"
"cur15_sta.1727","Midnight's Blessing","NA","0","NA","0"
"cur15_sta.1728","Mech Marines: Steel March","NA","0","NA","0"
"cur15_sta.1729","F-19 Stealth Fighter","NA","0","NA","0"
"cur15_sta.1730","Orbit","NA","0","NA","0"
"cur15_sta.1731","The Sheltered","NA","
                                1
                            ","NA","0"
"cur15_sta.1732","ENIGMA : An Illusion Named Family","NA","0","NA","0"
"cur15_sta.1733","Ghost Cleaner","NA","0","NA","0"
"cur15_sta.1734","Dragon Rider","NA","0","NA","0"
"cur15_sta.1735","Alexia Crow and The Cave of Heroes","NA","0","NA","0"
"cur15_sta.1736","Little Cells","NA","0","NA","0"
"cur15_sta.1737","History in Letters - The Eternal Alchemist","NA","0","NA","0"
"cur15_sta.1738","Color Symphony 2","NA","
                                3
                            ","NA","0"
"cur15_sta.1739","Princess Kaguya: Legend of the Moon Warrior","NA","0","NA","0"
"cur15_sta.1740","Soccer Legends","NA","0","NA","0"
"cur15_sta.1741","Deathless: The City's Thirst","NA","0","NA","0"
"cur15_sta.1742","Lord of the Dark Castle","NA","0","NA","0"
"cur15_sta.1743","Spellbind","NA","
                                2
                            ","NA","0"
"cur15_sta.1744","Soccertron","NA","0","NA","0"
"cur15_sta.1745","HueBots","NA","0","NA","0"
"cur15_sta.1746","The Bizarre Creations of Keith the Magnificent","NA","0","NA","0"
"cur15_sta.1747","The Little Crane That Could","NA","0","NA","0"
"cur15_sta.1748","Parallels","NA","0","NA","0"
"cur15_sta.1749","Soul Locus","NA","0","NA","0"
"cur15_sta.1750","Beeswing","NA","0","NA","0"
"cur15_sta.1751","TorqueL","NA","0","NA","0"
"cur15_sta.1752","Magnetron","NA","0","NA","0"
"cur15_sta.1753","Terraform","NA","0","NA","0"
"cur15_sta.1754","Space Robot Samurai Zombie Slayer","NA","0","NA","0"
"cur15_sta.1755","Flight Unlimited Las Vegas","NA","0","NA","0"
"cur15_sta.1756","Hack Run ZERO","NA","0","NA","0"
"cur15_sta.1757","BEARZERKERS","NA","0","NA","0"
"cur15_sta.1758","Gare Sapphire Mechs","NA","0","NA","0"
"cur15_sta.1759","Starlight Tactics","NA","0","NA","0"
"cur15_sta.1760","Trucker 2","NA","0","NA","0"
"cur15_sta.1761","Celia's Quest","NA","0","NA","0"
"cur15_sta.1762","Bridge Creator 2015","NA","0","NA","0"
"cur15_sta.1763","Bit Shifter","NA","
                                1
                            ","NA","0"
"cur15_sta.1764","Dungeoncraft","NA","0","NA","0"
"cur15_sta.1765","Cults and Daggers","NA","
                                1
                            ","
7.5
    ","16 Ratings"
"cur15_sta.1766","Our Nation's Miner","NA","0","NA","0"
"cur15_sta.1767","Reiner Knizia's The Confrontation","NA","0","NA","0"
"cur15_sta.1768","Crossbow Warrior: The Legend Of William Tell","NA","
                                1
                            ","NA","0"
"cur15_sta.1769","Aveyond 3-3: The Lost Orb","NA","0","NA","0"
"cur15_sta.1770","Respawn Man","NA","0","NA","0"
"cur15_sta.1771","The Curse of Nordic Cove","NA","0","NA","0"
"cur15_sta.1772","Destructamundo","NA","0","NA","0"
"cur15_sta.1773","Treeker: The Lost Glasses","NA","0","NA","0"
"cur15_sta.1774","Buggy","NA","0","NA","0"
"cur15_sta.1775","Abduction Action! Plus","NA","0","NA","0"
"cur15_sta.1776","Colony Assault","NA","0","NA","0"
"cur15_sta.1777","Ironclads 2: American Civil War","NA","0","NA","0"
"cur15_sta.1778","Lucadian Chronicles","NA","0","NA","0"
"cur15_sta.1779","Reloaded","NA","0","NA","0"
"cur15_sta.1780","Entropy Rising","NA","
                                1
                            ","NA","0"
"cur15_sta.1781","Elements: Epic Heroes","NA","0","NA","0"
"cur15_sta.1782","inSynch","NA","
                                2
                            ","NA","0"
"cur15_sta.1783","Lightbender","NA","0","NA","0"
"cur15_sta.1784","Disney's Chicken Little: Ace in Action","NA","0","NA","0"
"cur15_sta.1785","Death Tractor","NA","0","NA","0"
"cur15_sta.1786","Cosplay Maker","NA","
                                1
                            ","NA","0"
"cur15_sta.1787","Dolguth","NA","0","NA","0"
"cur15_sta.1788","Zombie Camp: Last Survivor","NA","0","NA","0"
"cur15_sta.1789","Big Thinkers 1st Grade","NA","0","NA","0"
"cur15_sta.1790","Celestrion","NA","0","NA","0"
"cur15_sta.1791","Reigning Cats","NA","0","NA","0"
"cur15_sta.1792","Tile Rider","NA","0","NA","0"
"cur15_sta.1793","All Fall Down","NA","0","NA","0"
"cur15_sta.1794","Containment Protocol","NA","0","NA","0"
"cur15_sta.1795","Avaris 2: The Return of the Empress","NA","0","NA","0"
"cur15_sta.1796","Signal to Noise","NA","
                                1
                            ","NA","0"
"cur15_sta.1797","Chariot Wars","NA","0","
2.5
    ","4 Ratings"
"cur15_sta.1798","Cheats 4 Hire","NA","0","NA","0"
"cur15_sta.1799","Operation KREEP","NA","0","NA","0"
"cur15_sta.1800","Wait - Extended","NA","0","NA","0"
"cur15_sta.1801","Naught Reawakening","NA","0","NA","0"
"cur15_sta.1802","Pizzarian","NA","0","NA","0"
"cur15_sta.1803","Wimp: Who Stole My Pants?","NA","0","NA","0"
"cur15_sta.1804","Solar System Conflict","NA","0","NA","0"
"cur15_sta.1805","Witches, Heroes and Magic","NA","0","NA","0"
"cur15_sta.1806","Crayon Chronicles","NA","0","NA","0"
"cur15_sta.1807","Aware","NA","0","NA","0"
"cur15_sta.1808","Nightclub Emporium","NA","0","NA","0"
"cur15_sta.1809","Viking Saga: New World","NA","0","NA","0"
"cur15_sta.1810","Tick: The Time Based Puzzle Game","NA","0","NA","0"
"cur15_sta.1811","Mystery of Neuschwanstein","NA","
                                1
                            ","NA","0"
"cur15_sta.1812","Networm","NA","0","NA","0"
"cur15_sta.1813","Yasai Ninja","NA","0","NA","0"
"cur15_sta.1814","MOAI 2: Path to Another World","NA","0","NA","0"
"cur15_sta.1815","99 Waves to Die","NA","0","NA","0"
"cur15_sta.1816","Ironkraft - Road to Hell","NA","0","NA","0"
"cur15_sta.1817","Inferno 2","NA","
                                1
                            ","NA","0"
"cur15_sta.1818","Assault Corps 2","NA","0","NA","0"
"cur15_sta.1819","Martial Law","NA","0","NA","0"
"cur15_sta.1820","Mighty Switch Force! Academy","NA","
                                1
                            ","NA","0"
"cur15_sta.1821","Thirty Years' War","NA","
                                1
                            ","NA","0"
"cur15_sta.1822","Beatbuddy: On Tour","NA","
                                1
                            ","NA","0"
"cur15_sta.1823","iso-Sphere","NA","0","NA","0"
"cur15_sta.1824","The Guilt and the Shadow","NA","
                                1
                            ","NA","0"
"cur15_sta.1825","Nightmare on Azathoth","NA","0","NA","0"
"cur15_sta.1826","Maraiyum: Rise of the Setting Sun","NA","0","NA","0"
"cur15_sta.1827","Trigger Saint","NA","0","NA","0"
"cur15_sta.1828","Professor Why: Chemistry 1","NA","0","NA","0"
"cur15_sta.1829","Volvox","NA","
                                2
                            ","NA","0"
"cur15_sta.1830","The Eigengrau Menagerie","NA","0","NA","0"
"cur15_sta.1831","Unlimited Escape 3 & 4 Double Pack","NA","0","NA","0"
"cur15_sta.1832","Dad Beat Dads","NA","
                                1
                            ","NA","0"
"cur15_sta.1833","DRIFT 84","NA","0","NA","0"
"cur15_sta.1834","Hatland Adventures","NA","0","NA","0"
"cur15_sta.1835","The Travels of Marco Polo","NA","0","NA","0"
"cur15_sta.1836","Space Thinger","NA","0","NA","0"
"cur15_sta.1837","The Race for the White House","NA","0","NA","0"
"cur15_sta.1838","Mad Snowboarding","NA","0","NA","0"
"cur15_sta.1839","Vector Assault","NA","0","NA","0"
"cur15_sta.1840","Rogue Continuum","NA","
                                2
                            ","NA","0"
"cur15_sta.1841","Troubles Land","NA","0","NA","0"
"cur15_sta.1842","One Ship Two Ship Redshift Blueshift","NA","0","NA","0"
"cur15_sta.1843","Expander","NA","0","NA","0"
"cur15_sta.1844","Hyperspace Pinball","NA","
                                1
                            ","NA","0"
"cur15_sta.1845","Spheritis","NA","0","NA","0"
"cur15_sta.1846","Ninjahtic Mind Tricks","NA","0","NA","0"
"cur15_sta.1847","Orc Slayer","NA","0","NA","0"
"cur15_sta.1848","JUMP","NA","0","NA","0"
"cur15_sta.1849","Battletank: L.O.B.A.","NA","0","NA","0"
"cur15_sta.1850","Forest Warrior","NA","0","NA","0"
"cur15_sta.1851","Con Amore","NA","0","NA","0"
"cur15_sta.1852","Army of Pixels","NA","0","NA","0"
"cur15_sta.1853","Supreme League of Patriots - Episode 3: Ice Cold in Ellis","NA","0","NA","0"
"cur15_sta.1854","Tiki Galore","NA","0","NA","0"
"cur15_sta.1855","Age of Castles: Warlords","NA","0","NA","0"
"cur15_sta.1856","When In Rome","NA","0","NA","0"
"cur15_sta.1857","Inside Me","NA","0","NA","0"
"cur15_sta.1858","Dexterity Ball 3D","NA","0","NA","0"
"cur15_sta.1859","PeriAreion","NA","
                                2
                            ","NA","0"
"cur15_sta.1860","Faron's Fate","NA","0","NA","0"
"cur15_sta.1861","Word Wonders: The Tower of Babel","NA","0","NA","0"
"cur15_sta.1862","Omnipresent","NA","0","NA","0"
"cur15_sta.1863","Vortex","NA","0","NA","0"
"cur15_sta.1864","ORBITOR","NA","0","NA","0"
"cur15_sta.1865","Janky Tanks","NA","0","NA","0"
"cur15_sta.1866","Threads of Destiny","NA","0","NA","0"
"cur15_sta.1867","Ted by Dawn","NA","0","NA","0"
"cur15_sta.1868","Mysterious Space","NA","0","NA","0"
"cur15_sta.1869","Axes and Arrows","NA","0","NA","0"
"cur15_sta.1870","MadOut Ice Storm","NA","0","NA","0"
"cur15_sta.1871","Crazy Steam Bros 2","NA","0","NA","0"
"cur15_sta.1872","Roads of Rome 2","NA","0","NA","0"
"cur15_sta.1873","Tkl Online","NA","0","NA","0"
"cur15_sta.1874","Terminal Hacker - Into the Deep","NA","0","NA","0"
"cur15_sta.1875","Trap Them","NA","0","NA","0"
"cur15_sta.1876","Curse of the Assassin","NA","0","NA","0"
"cur15_sta.1877","The Logomancer","NA","0","NA","0"
"cur15_sta.1878","WolfWars","NA","0","NA","0"
"cur15_sta.1879","SnarfQuest Tales","NA","0","NA","0"
"cur15_sta.1880","Amihailu in Dreamland","NA","0","NA","0"
"cur15_sta.1881","Super Space Meltdown","NA","0","NA","0"
"cur15_sta.1882","Color Guardians","NA","
                                1
                            ","NA","0"
"cur15_sta.1883","Alice's Mom's Rescue","NA","0","NA","0"
"cur15_sta.1884","Crystal Picnic","NA","0","NA","0"
"cur15_sta.1885","Hope in Hell","NA","0","NA","0"
"cur15_sta.1886","Legend of Moros","NA","0","NA","0"
"cur15_sta.1887","Veteran Combat","NA","0","NA","0"
"cur15_sta.1888","Hunter Gatherer","NA","
                                1
                            ","NA","0"
"cur15_sta.1889","Courier of the Crypts","NA","0","NA","0"
"cur15_sta.1890","Hush","NA","0","NA","0"
"cur15_sta.1891","Herding Dog","NA","
                                2
                            ","NA","0"
"cur15_sta.1892","Grail to the Thief","NA","0","NA","0"
"cur15_sta.1893","Atlantic Quest Solitaire","NA","0","NA","0"
"cur15_sta.1894","The BoX","NA","0","NA","0"
"cur15_sta.1895","Weapon of Choice","NA","0","NA","0"
"cur15_sta.1896","Devouring Stars","NA","
                                3
                            ","NA","0"
"cur15_sta.1897","Project Green Beat","NA","0","NA","0"
"cur15_sta.1898","The Grave Digger","NA","0","NA","0"
"cur15_sta.1899","Champions Of Chaos 2","NA","0","NA","0"
"cur15_sta.1900","Natural Soccer","NA","0","NA","0"
"cur15_sta.1901","Unfair Jousting Fair","NA","0","NA","0"
"cur15_sta.1902","Nulldrifters","NA","0","NA","0"
"cur15_sta.1903","Pump-Action Captain","NA","0","NA","0"
"cur15_sta.1904","Eisenbahn X","NA","0","NA","0"
"cur15_sta.1905","Game Type","NA","0","NA","0"
"cur15_sta.1906","Inventioneers","NA","0","NA","0"
"cur15_sta.1907","GravBlocks","NA","0","NA","0"
"cur15_sta.1908","SEEP Universe","NA","0","NA","0"
"cur15_sta.1909","Undercover Missions: Operation Kursk K-141","NA","
                                1
                            ","NA","0"
"cur15_sta.1910","SLIDE: Platformer","NA","0","NA","0"
"cur15_sta.1911","Agapan","NA","0","NA","0"
"cur15_sta.1912","Miko Gakkou Monogatari: Kaede Episode","NA","0","NA","0"
"cur15_sta.1913","Sunken","NA","0","NA","0"
"cur15_sta.1914","Band Of Drones","NA","0","NA","0"
"cur15_sta.1915","Subaeria","NA","
                                1
                            ","NA","0"
"cur15_sta.1916","Fatty Maze's Adventures","NA","0","NA","0"
"cur15_sta.1917","Caromble!","NA","0","NA","0"
"cur15_sta.1918","A-Men 2","NA","0","NA","0"
"cur15_sta.1919","Ossuary","NA","
                                3
                            ","NA","0"
"cur15_sta.1920","Farm Mania: Hot Vacation","NA","0","NA","0"
"cur15_sta.1921","Crash Dummy","NA","0","NA","0"
"cur15_sta.1922","Downpour","NA","0","NA","0"
"cur15_sta.1923","Superstatic","NA","0","NA","0"
"cur15_sta.1924","Inevitability","NA","0","NA","0"
"cur15_sta.1925","Bomb the Monsters!","NA","0","NA","0"
"cur15_sta.1926","Radial Impact","NA","0","NA","0"
"cur15_sta.1927","Furfly","NA","0","NA","0"
"cur15_sta.1928","Umbra: Shadow of Death","NA","0","NA","0"
"cur15_sta.1929","Toto Temple Deluxe","NA","0","NA","0"
"cur15_sta.1930","RED Fuse: Rolling Explosive Device","NA","0","NA","0"
"cur15_sta.1931","Cave Coaster","NA","0","NA","0"
"cur15_sta.1932","Innoquous 5","NA","0","NA","0"
"cur15_sta.1933","Blasted Fortress","NA","0","NA","0"
"cur15_sta.1934","Cash_Out","NA","0","NA","0"
"cur15_sta.1935","Tenshu General","NA","
                                3
                            ","NA","0"
"cur15_sta.1936","Hostile Dimension","NA","0","NA","0"
"cur15_sta.1937","Egyptian Settlement Gold","NA","0","NA","0"
"cur15_sta.1938","High Strangeness","NA","
                                3
                            ","NA","0"
"cur15_sta.1939","Icebound","NA","
                                2
                            ","NA","0"
"cur15_sta.1940","Let There Be Life","NA","0","NA","0"
"cur15_sta.1941","Bleeding Blocks","NA","0","NA","0"
"cur15_sta.1942","Super Slam Dunk Touchdown","NA","0","NA","0"
"cur15_sta.1943","Barter Empire","NA","0","NA","0"
"cur15_sta.1944","Mayhem Triple","NA","0","NA","0"
"cur15_sta.1945","Freedom Poopie","NA","0","NA","0"
"cur15_sta.1946","Trap Them: Sniper Edition","NA","0","NA","0"
"cur15_sta.1947","Prison Tycoon: Alcatraz","NA","0","NA","0"
"cur15_sta.1948","DELTAZEAL","NA","
                                2
                            ","NA","0"
"cur15_sta.1949","Dark Storm: VR Missions","NA","0","NA","0"
"cur15_sta.1950","Nature Defenders","NA","0","NA","0"
"cur15_sta.1951","Star Trek: Judgment Rites","NA","0","NA","0"
"cur15_sta.1952","Decromancer","NA","0","NA","0"
"cur15_sta.1953","Ballads of Reemus: When the Bed Bites","NA","
                                1
                            ","
8.0
    ","4 Ratings"
"cur15_sta.1954","SodaCity","NA","0","NA","0"
"cur15_sta.1955","Vol'Talkes - The AI War","NA","0","NA","0"
"cur15_sta.1956","Pilot Crusader","NA","
                                1
                            ","NA","0"
"cur15_sta.1957","Mysteries & Nightmares: Morgiana","NA","0","NA","0"
"cur15_sta.1958","The Glow","NA","0","NA","0"
"cur15_sta.1959","The Body Changer","NA","
                                1
                            ","NA","0"
"cur15_sta.1960","Discouraged Workers TEEN","NA","0","NA","0"
"cur15_sta.1961","Get Over Here","NA","0","NA","0"
"cur15_sta.1962","Puzzle Expedition","NA","0","NA","0"
"cur15_sta.1963","The Prism","NA","0","NA","0"
"cur15_sta.1964","Jane's Realty","NA","0","NA","0"
"cur15_sta.1965","Color Assembler","NA","0","NA","0"
"cur15_sta.1966","Shapes of Gray","NA","0","NA","0"
"cur15_sta.1967","A Sirius Game","NA","0","NA","0"
"cur15_sta.1968","Traps n' Gemstones","NA","0","NA","0"
"cur15_sta.1969","City Quest","NA","
                                1
                            ","NA","0"
"cur15_sta.1970","Industry Transporters","NA","0","NA","0"
"cur15_sta.1971","RELIC ALONE","NA","0","NA","0"
"cur15_sta.1972","But to Paint a Universe","NA","0","NA","0"
"cur15_sta.1973","Wicked Witches","NA","0","NA","0"
"cur15_sta.1974","Deliverance","NA","0","NA","0"
"cur15_sta.1975","Rock, the Tree Hugger","NA","0","NA","0"
"cur15_sta.1976","Volstead","NA","0","NA","0"
"cur15_sta.1977","FALL","NA","0","NA","0"
"cur15_sta.1978","Decisive Campaigns: The Blitzkrieg From Warsaw to Paris","NA","0","NA","0"
"cur15_sta.1979","Kaiju Panic","NA","
                                1
                            ","NA","0"
"cur15_sta.1980","Lighthockey","NA","0","NA","0"
"cur15_sta.1981","Amygdala","NA","0","NA","0"
"cur15_sta.1982","The Facility","NA","0","NA","0"
"cur15_sta.1983","Cars: Radiator Springs Adventures","NA","0","NA","0"
"cur15_sta.1984","Lonath Online","NA","0","NA","0"
"cur15_sta.1985","Turnover","NA","
                                2
                            ","NA","0"
"cur15_sta.1986","Valzar","NA","0","NA","0"
"cur15_sta.1987","Monster RPG 2","NA","0","NA","0"
"cur15_sta.1988","Withstand: Apotheosis","NA","0","NA","0"
"cur15_sta.1989","Wave Mechanics","NA","0","NA","0"
"cur15_sta.1990","Mondrian - Abstraction in Beauty","NA","0","NA","0"
"cur15_sta.1991","Sun Dogs","NA","
                                3
                            ","NA","0"
"cur15_sta.1992","SEAL Team 12","NA","0","NA","0"
"cur15_sta.1993","Usagi Yojimbo: Way of the Ronin","NA","0","NA","0"
"cur15_sta.1994","Decisive Campaigns: Case Blue","NA","0","NA","0"
"cur15_sta.1995","Daily Espada","NA","0","NA","0"
"cur15_sta.1996","In Space We Brawl","NA","
                                1
                            ","NA","0"
"cur15_sta.1997","CONTASION 2","NA","0","NA","0"
"cur15_sta.1998","Abomination Tower","NA","0","NA","0"
"cur15_sta.1999","Trigonarium","NA","0","NA","0"
"cur15_sta.2000","Diamond Deeps","NA","0","NA","0"
"cur15_sta.2001","Unfinished - An Artist's Lament","NA","0","NA","0"
"cur15_sta.2002","Fury of the Gods","NA","0","NA","0"
"cur15_sta.2003","Shu's Garden","NA","0","NA","0"
"cur15_sta.2004","OVERGRAVITY","NA","0","NA","0"
"cur15_sta.2005","Hyphen","NA","0","
7.4
    ","8 Ratings"
"cur15_sta.2006","Man Alive","NA","0","NA","0"
"cur15_sta.2007","Samsa and the Knights of Light","NA","0","NA","0"
"cur15_sta.2008","Deadlands Noir - That Old Time Religion","NA","0","NA","0"
"cur15_sta.2009","STATIC: Investigator Training","NA","0","NA","0"
"cur15_sta.2010","SHOFER Race Driver","NA","0","NA","0"
"cur15_sta.2011","Lucid Awakening 2","NA","0","NA","0"
"cur15_sta.2012","A Mass of Dead","NA","0","NA","0"
"cur15_sta.2013","The Hole Story","NA","0","NA","0"
"cur15_sta.2014","Ninja Outbreak","NA","0","NA","0"
"cur15_sta.2015","FACTIONS: Origins of Malu","NA","0","NA","0"
"cur15_sta.2016","Mystery Maze Of Balthasar Castle","NA","0","NA","0"
"cur15_sta.2017","Supreme League of Patriots - Episode 2: Patriot Frames","NA","0","NA","0"
"cur15_sta.2018","Country Tales","NA","0","NA","0"
"cur15_sta.2019","Aquadelic GT","NA","0","NA","0"
"cur15_sta.2020","Island Tribe","NA","0","NA","0"
"cur15_sta.2021","Strange Space","NA","0","NA","0"
"cur15_sta.2022","Carnivore Land","NA","0","NA","0"
"cur15_sta.2023","Knight & Damsel","NA","
                                1
                            ","NA","0"
"cur15_sta.2024","MadOut","NA","0","NA","0"
"cur15_sta.2025","Sky Battles","NA","0","NA","0"
"cur15_sta.2026","Musclecar Online","NA","0","NA","0"
"cur15_sta.2027","Blessed Ones: The Magic Wolves","NA","0","NA","0"
"cur15_sta.2028","Demigods","NA","0","NA","0"
"cur15_sta.2029","Cannibal","NA","0","NA","0"
"cur15_sta.2030","Don't Shoot Yourself!","NA","0","NA","0"
"cur15_sta.2031","Steamalot: Epoch's Journey","NA","0","NA","0"
"cur15_sta.2032","CMYW","NA","0","NA","0"
"cur15_sta.2033","Flem","NA","0","NA","0"
"cur15_sta.2034","Heavy Fire: Shattered Spear","NA","
                                1
                            ","
3.5
    ","4 Ratings"
"cur15_sta.2035","Two Steps Back","NA","0","NA","0"
"cur15_sta.2036","Hypership Out of Control","NA","0","NA","0"
"cur15_sta.2037","Space Xonix","NA","0","NA","0"
"cur15_sta.2038","ScudBuster","NA","0","NA","0"
"cur15_sta.2039","Gunslugs 2","NA","
                                1
                            ","NA","0"
"cur15_sta.2040","Toy Wars Invasion","NA","0","NA","0"
"cur15_sta.2041","Metro Warp","NA","0","NA","0"
"cur15_sta.2042","Marble Muse","NA","0","NA","0"
"cur15_sta.2043","Navpoint","NA","0","NA","0"
"cur15_sta.2044","Spoko and Poko","NA","0","NA","0"
"cur15_sta.2045","Viking Saga: The Cursed Ring","NA","0","NA","0"
"cur15_sta.2046","Caffeine","NA","0","NA","0"
"cur15_sta.2047","Kagura Douchuuki","NA","0","NA","0"
"cur15_sta.2048","RePete","NA","0","NA","0"
"cur15_sta.2049","Rotieer","NA","0","NA","0"
"cur15_sta.2050","Relativity Wars - A Science Space RTS","NA","0","NA","0"
"cur15_sta.2051","N2O: Nitrous Oxide","NA","0","NA","0"
"cur15_sta.2052","Pilot Brothers 3: Back Side of the Earth","NA","0","NA","0"
"cur15_sta.2053","Pluck","NA","0","NA","0"
"cur15_sta.2054","Virus Jigglin' Fever","NA","0","NA","0"
"cur15_sta.2055","Swapperoo","NA","0","NA","0"
"cur15_sta.2056","Black Home","NA","0","NA","0"
"cur15_sta.2057","Impulse Revolution","NA","0","NA","0"
"cur15_sta.2058","XIIZEAL","NA","
                                2
                            ","NA","0"
"cur15_sta.2059","Rktcr","NA","0","NA","0"
"cur15_sta.2060","The Journey Back","NA","0","NA","0"
"cur15_sta.2061","Icarus-X: Tides of Fire","NA","0","NA","0"
"cur15_sta.2062","Ancestory","NA","
                                2
                            ","NA","0"
"cur15_sta.2063","A.V.","NA","0","NA","0"
"cur15_sta.2064","Dr.Green","NA","
                                1
                            ","NA","0"
"cur15_sta.2065","Voyage to Farland","NA","0","NA","0"
"cur15_sta.2066","Prismatica","NA","
                                1
                            ","NA","0"
"cur15_sta.2067","Fairspace","NA","0","NA","0"
"cur15_sta.2068","Nirvana: The First Travel","NA","0","NA","0"
"cur15_sta.2069","Farm Frenzy: Hurricane Season","NA","0","NA","0"
"cur15_sta.2070","Light Bound","NA","
                                1
                            ","NA","0"
"cur15_sta.2071","Titanis","NA","0","NA","0"
"cur15_sta.2072","Unlimited Escape","NA","0","NA","0"
"cur15_sta.2073","ABD: A Beautiful Day","NA","0","NA","0"
"cur15_sta.2074","Necromonads","NA","0","NA","0"
"cur15_sta.2075","Pocket God vs Desert Ashes","NA","0","NA","0"
"cur15_sta.2076","Fuego!","NA","0","NA","0"
"cur15_sta.2077","Gran Vitreous","NA","0","NA","0"
"cur15_sta.2078","Angels That Kill","NA","0","NA","0"
"cur15_sta.2079","Snails","NA","0","NA","0"
"cur15_sta.2080","The World Named Fred","NA","0","NA","0"
"cur15_sta.2081","Spandex Force: Champion Rising","NA","0","NA","0"
"cur15_sta.2082","The Quivering","NA","0","NA","0"
"cur15_sta.2083","Dragon Fantasy: The Volumes of Westeria","NA","
                                1
                            ","NA","0"
"cur15_sta.2084","Quantum Lock","NA","0","NA","0"
"cur15_sta.2085","Claws & Feathers","NA","0","NA","0"
"cur15_sta.2086","Hatch and Slay","NA","0","NA","0"
"cur15_sta.2087","Fist Slash: Of Ultimate Fury","NA","0","NA","0"
"cur15_sta.2088","Run Run and Die","NA","0","NA","0"
"cur15_sta.2089","Birth of Shadows","NA","0","NA","0"
"cur15_sta.2090","Evil Hazard","NA","
                                1
                            ","NA","0"
"cur15_sta.2091","Revenge: Rhobar's myth","NA","0","NA","0"
"cur15_sta.2092","Starlaxis Supernova Edition","NA","0","NA","0"
"cur15_sta.2093","Shrooms","NA","0","NA","0"
"cur15_sta.2094","Dreamscape","NA","
                                1
                            ","
8.6
    ","32 Ratings"
"cur15_sta.2095","Puzzle Strike","NA","0","NA","0"
"cur15_sta.2096","Human Extinction Simulator","NA","
                                1
                            ","NA","0"
"cur15_sta.2097","Star Balls","NA","0","NA","0"
"cur15_sta.2098","Deity Quest","NA","
                                1
                            ","NA","0"
"cur15_sta.2099","After All","NA","0","NA","0"
"cur15_sta.2100","Hot Pinball Thrills","NA","0","NA","0"
"cur15_sta.2101","Dwarven Brawl Bros","NA","0","NA","0"
"cur15_sta.2102","Gravity Error","NA","
                                1
                            ","NA","0"
"cur15_sta.2103","Tidal Affair: Before The Storm","NA","0","NA","0"
"cur15_sta.2104","Infinite Game Works: Episode 1","NA","0","NA","0"
"cur15_sta.2105","Prompt","NA","0","NA","0"
"cur15_sta.2106","Dark Gates","NA","0","NA","0"
"cur15_sta.2107","Super Pixalo","NA","0","NA","0"
"cur15_sta.2108","Frizzy","NA","0","NA","0"
"cur15_sta.2109","Bernie Needs Love","NA","0","NA","0"
"cur15_sta.2110","Caribbean Odyssey","NA","0","NA","0"
"cur15_sta.2111","Zombie Killtime","NA","0","NA","0"
"cur15_sta.2112","The Indie Mixtape","NA","
                                1
                            ","NA","0"
"cur15_sta.2113","Floors of Discomfort","NA","0","NA","0"
"cur15_sta.2114","The Adventures of Fatman","NA","0","NA","0"
"cur15_sta.2115","TOTM","NA","0","NA","0"
"cur15_sta.2116","BurnStar","NA","
                                1
                            ","NA","0"
"cur15_sta.2117","Super Snow Fight","NA","
                                2
                            ","NA","0"
"cur15_sta.2118","Wrestling Spirit 3","NA","0","NA","0"
