X.,Game,Url,Release.date,Price,Score.rank.Userscore...Metascore.,Owners,Playtime..Median.,Developer.s.,Publisher.s.
157,Blade Symphony,Blade-Symphony,7-May-14,$0.99,34% (71%/72%),"200,000?..?500,000",02:01 (01:36),Puny Human,Puny Human
1032,Blast Em!,Blast-Em!,22-Jan-14,$3.99,13% (53%),"50,000?..?100,000",00:00 (00:00),Xiotex Studios Ltd,Xiotex Studios Ltd
1061,BlazBlue: Calamity Trigger,BlazBlue-Calamity-Trigger,13-Feb-14,$9.99,63% (85%),"200,000?..?500,000",00:08 (00:06),Arc System Works,"H2 Interactive Co., Ltd."
791,BlazBlue: Continuum Shift Extend,BlazBlue-Continuum-Shift-Extend,11-Dec-14,$19.99,84% (92%),"100,000?..?200,000",04:28 (01:52),Arc System Works,"H2 Interactive Co., Ltd."
248,BlazeRush,BlazeRush,28-Oct-14,$9.99,68% (87%/66%),"100,000?..?200,000",00:52 (00:27),Targem Games,Targem Games
589,Blinding Dark,Blinding-Dark,12-Aug-14,$9.99,6% (40%),"20,000?..?50,000",00:00 (00:00),Games Hut,BulkyPix
757,Bliss,Bliss,8-Dec-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Oruji Productions,Oruji Productions
111,Blitzkrieg 2 Anthology,Blitzkrieg-2-Anthology,16-Sep-14,$4.99,63% (85%/75%),"100,000?..?200,000",00:00 (00:00),Nival,Nival
1312,Blitzkrieg Anthology,Blitzkrieg-Anthology,16-Sep-14,$4.99,74% (89%),"100,000?..?200,000",00:00 (00:00),Nival,Nival
1698,Blob From Space,Blob-From-Space,15-Oct-14,$5.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),JosPlays,KISS ltd
671,BLOCKADE 3D,BLOCKADE-3D,19-Dec-14,Free,17% (58%),"2,000,000?..?5,000,000",05:25 (00:31),Shumkov Dmitriy,Shumkov Dmitriy
1493,Blockscape,Blockscape,3-Jul-14,$9.99,5% (37%),"20,000?..?50,000",00:00 (00:00),ioneo,ioneo
763,Bloo Kid 2,Bloo-Kid-2,6-Mar-14,$3.99,90% (94%),"50,000?..?100,000",00:00 (00:00),winterworks GmbH,winterworks GmbH
152,Blood II: The Chosen + Expansion,blood-ii-the-chosen,14-Jul-14,$4.99,13% (53%/72%),"20,000?..?50,000",00:00 (00:00),Monolith Productions,Atari
38,Blood: One Unit Whole Blood,blood,14-Jul-14,$4.99,77% (90%/82%),"50,000?..?100,000",00:02 (00:00),Monolith Productions,Atari
1271,Bloodbath,Bloodbath,16-Jun-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Freedom Factory,United Independent Entertainment GmbH
1164,BloodNet,BloodNet,17-Oct-14,$6.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),"MicroProse Software, Inc","Retroism, Nightdive Studios"
598,BloodRayne Betrayal,BloodRayne-Betrayal,30-Apr-14,$9.99,22% (62%),"50,000?..?100,000",00:00 (00:00),Abstraction Games,"Midnight City, Majesco Entertainment"
1335,Bloons TD 5,Bloons-TD-5,19-Nov-14,$9.99,80% (91%),"200,000?..?500,000",01:50 (03:32),Ninja Kiwi,Ninja Kiwi
975,Bombing Bastards,Bombing-Bastards,4-Dec-14,$9.99,17% (58%),"0?..?20,000",00:00 (00:00),Sanuk Games,Sanuk Games
1658,Boo Bunny Plague,Boo-Bunny-Plague,4-Sep-14,$1.99,43% (76%),"0?..?20,000",00:00 (00:00),On The Level Game Studios,On The Level Game Studios
1189,Boot Hill Heroes,Boot-Hill-Heroes,10-Oct-14,$8.99,66% (86%),"0?..?20,000",00:00 (00:00),Experimental Gamer Studios,Experimental Gamer Studios
114,Borderlands: The Pre-Sequel,Borderlands-The-Pre-Sequel,13-Oct-14,$39.99,53% (81%/75%),"2,000,000?..?5,000,000",05:06 (02:10),"2K Australia, Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)"
602,BorderZone,BorderZone,23-Apr-14,$2.99,15% (55%),"0?..?20,000",00:00 (00:00),"Saturn-plus, Orion",1C Entertainment
651,Borealis,Borealis,2-Sep-14,$4.99,24% (64%),"50,000?..?100,000",00:00 (00:00),Conrad Nelson,None
1628,Bosch's Damnation,Boschs-Damnation,14-Mar-14,$11.99,N/A (N/A),"0?..?20,000",00:00 (00:00),MDNA Games,"Tri Synergy, Inc."
538,Boson X,Boson-X,15-Sep-14,$2.99,87% (93%),"50,000?..?100,000",00:01 (00:00),"Ian MacLarty, Jon Kerney",Ian MacLarty
989,Bot Colony,Bot-Colony,16-Jun-14,$14.99,15% (55%),"0?..?20,000",00:00 (00:00),North Side,North Side
326,Bound By Flame,Bound-By-Flame,8-May-14,$19.99,24% (64%/56%),"200,000?..?500,000",00:00 (00:00),Spiders,Focus Home Interactive
1160,Bounders and Cads,Bounders-Cads,8-Jul-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Wax Lyrical Games,Wax Lyrical Games
191,Bravada,Bravada,22-Aug-14,$9.99,47% (78%/70%),"50,000?..?100,000",00:00 (00:00),Interbellum team,Interbellum team
1280,Braveland,Braveland,17-Mar-14,$4.99,53% (81%),"200,000?..?500,000",02:13 (02:55),Tortuga Team,Tortuga Team
1486,Braveland Wizard,Braveland-Wizard,4-Dec-14,$6.99,34% (71%),"20,000?..?50,000",00:00 (00:00),Tortuga Team,Tortuga Team
593,Breach & Clear,Breach-Clear,21-Mar-14,$14.99,56% (82%),"200,000?..?500,000",09:34 (09:34),"Mighty Rabbit Studios, Gun.","Good Shepherd Entertainment, Devolver Digital"
1255,Brick-Force,Brick-Force,11-Dec-14,Free,6% (38%),"1,000,000?..?2,000,000",00:00 (00:00),Exe Games Inc.,Infernum Games GmbH
1345,Bridge Constructor Medieval,Bridge-Constructor-Medieval,15-Sep-14,$9.99,51% (80%),"50,000?..?100,000",00:00 (00:00),ClockStone,Headup Games
1361,Bridge Constructor Playground,Bridge-Constructor-Playground,2-Jul-14,$9.99,33% (70%),"50,000?..?100,000",00:14 (00:09),ClockStone,Headup Games
357,Brigade E5: New Jagged Union,Brigade-E5-New-Jagged-Union,30-Apr-14,$3.99,30% (68%/41%),"0?..?20,000",00:00 (00:00),Apeiron,1C Entertainment
591,Brink of Consciousness: The Lonely Hearts Murders,Brink-of-Consciousness-The-Lonely-Hearts-Murders,24-Nov-14,$9.99,63% (85%),"0?..?20,000",00:00 (00:00),MagicIndie,Plug In Digital
144,Broken Age,Broken-Age,28-Jan-14,$14.99,53% (81%/73%),"500,000?..?1,000,000",00:00 (00:00),Double Fine Productions,Double Fine Productions
861,Broken Sword 4 - the Angel of Death,Broken-Sword-4---the-Angel-of-Death,4-Nov-14,$5.99,8% (43%),"50,000?..?100,000",00:00 (00:00),Sumo Digital Ltd,Revolution Software Ltd
434,Burning Cars,Burning-Cars,31-Jan-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Polynetix Studio,Polynetix Studio
296,Bus Driver,Bus-Driver,3-Jun-14,$7.99,36% (72%/61%),"200,000?..?500,000",00:53 (00:35),SCS Software,SCS Software
282,Buzz Aldrin's Space Program Manager,Buzz-Aldrins-Space-Program-Manager,31-Oct-14,$29.99,47% (78%/62%),"0?..?20,000",00:00 (00:00),Polar Motion,Slitherine Ltd.
872,Cakewalk Loop Manager,,17-Jun-14,Free,N/A (N/A),"200,000?..?500,000",02:13 (00:44),Cakewalk,Cakewalk
773,Calibre 10 Racing,Calibre-10-Racing,26-Mar-14,$1.99,11% (50%),"0?..?20,000",00:00 (00:00),Bongfish GmbH,Bongfish GmbH
400,Call of Cthulhu: The Wasted Land,Call-of-Cthulhu-The-Wasted-Land,6-Mar-14,N/A,24% (64%),"20,000?..?50,000",00:00 (00:00),Red Wasp Design Ltd,Red Wasp Design Ltd
70,Call of Duty: Advanced Warfare - Gold Edition,call-of-duty-advanced-warfare,3-Nov-14,$59.99,16% (57%/78%),"500,000?..?1,000,000",02:19 (03:58),"Sledgehammer Games, Raven Software",Activision
223,Call of Duty: Ghosts,Call-of-Duty-Ghosts,25-Mar-14,$59.99,11% (50%/68%),"1,000,000?..?2,000,000",01:25 (01:34),Infinity Ward,Activision
1466,Cannon Brawl,Cannon-Brawl,19-Sep-14,$14.99,80% (91%),"50,000?..?100,000",00:00 (00:00),,Turtle Sandbox
504,Cannons Lasers Rockets,clr-cannons-lasers-rockets,25-Aug-14,Free,2% (24%),"200,000?..?500,000",00:00 (00:00),Net Games Laboratory,Net Games Distribution LTD
636,Canyon Capers,Canyon-Capers,25-Apr-14,$6.99,19% (60%),"200,000?..?500,000",02:37 (00:52),Crazy Moo Games,KISS ltd
1143,CAPSULE,CAPSULE,29-May-14,$4.99,49% (79%),"0?..?20,000",00:00 (00:00),"Adam Saltsman, Robin Arnott",Finji
1119,Captain Morgane and the Golden Turtle,captain-morgane-and-the-golden-turtle,3-Jan-14,$4.99,19% (60%),"20,000?..?50,000",00:00 (00:00),WizarBox,Reef Entertainment
435,Car Mechanic Simulator 2014,Car-Mechanic-Simulator-2014,24-Jan-14,$6.99,53% (81%),"500,000?..?1,000,000",00:42 (00:36),"PlayWay S.A., Red Dot Games",PlayWay S.A.
951,Card City Nights,Card-City-Nights,14-Feb-14,$4.99,80% (91%),"100,000?..?200,000",00:00 (00:00),Ludosity,Ludosity
466,Cargo 3,Cargo-3,8-Dec-14,$4.99,2% (22%),"0?..?20,000",00:00 (00:00),Vinci Games,Vinci Games
933,Carmageddon 2: Carpocalypse Now,Carmageddon-2-Carpocalypse-Now,19-Sep-14,$9.99,74% (89%),"50,000?..?100,000",00:00 (00:00),Stainless Games Ltd,Stainless Games Ltd
1103,Carmageddon TDR 2000,carmageddon-3-tdr-2000,4-Dec-14,$4.99,43% (76%),"50,000?..?100,000",00:00 (00:00),Torus Games,Stainless Games Ltd
420,Castle: Never Judge a Book by its Cover,Castle-Never-Judge-a-Book-by-its-Cover,9-Jun-14,N/A,24% (64%),"20,000?..?50,000",00:00 (00:00),Gunnar Games,"Viva Media, GameMill"
1565,CastleMiner Z,CastleMiner-Z,3-Feb-14,$3.99,36% (72%),"200,000?..?500,000",00:55 (00:39),DigitalDNA Games LLC,DigitalDNA Games LLC
1381,Castlevania: Lords of Shadow Mirror of Fate HD,castlevania-lords-of-shadow---mirror-of-fate-hd,27-Mar-14,$14.99,51% (80%),"100,000?..?200,000",02:17 (02:17),MercurySteam,Konami Digital Entertainment
314,Castlevania: Lords of Shadow 2,Castlevania-Lords-of-Shadow-2,25-Feb-14,$39.99,56% (82%/58%),"200,000?..?500,000",04:40 (08:48),MercurySteam,Konami Digital Entertainment
1123,Catmouth Island,Catmouth-Island,31-Dec-14,$0.99,21% (61%),"20,000?..?50,000",00:00 (00:00),Colonthree Enterprises,Colonthree Enterprises
1209,Catzilla 4K - Advanced,Catzilla-4K---Advanced,28-Feb-14,$14.99,5% (37%),"0?..?20,000",00:00 (00:00),ALLPlayer Group Ltd.,ALLPlayer Group Ltd.
945,Cavern Kings,Cavern-Kings,30-Sep-14,$9.99,31% (69%),"0?..?20,000",00:08 (00:02),Vine,Vine
454,Celestial Command,Celestial-Command,20-Nov-14,$10.99,47% (78%),"20,000?..?50,000",00:00 (00:00),"Romenics, Artaani, Riya",Romenics
1490,Chaos Domain,Chaos-Domain,1-May-14,$9.99,2% (17%),"200,000?..?500,000",00:00 (00:00),"Holy Warp, Black Wing Foundation","KISS ltd, Holy Warp"
957,Character Creator - Graphics Pack,Character-Creator---Graphics-Pack,22-Aug-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Roencia,Roencia Game Creators
97,Chariot,Chariot,12-Nov-14,$14.99,63% (85%/76%),"50,000?..?100,000",00:00 (00:00),Frima Studio,"Frima Studio, Microids Indie"
1682,Cheesecake Cool Conrad,Cheesecake-Cool-Conrad,8-Oct-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Reload Games Studio,Strategy First
562,Chernobyl Commando,Chernobyl-Commando,6-Jun-14,$9.99,3% (26%),"50,000?..?100,000",00:00 (00:00),Silden,KISS ltd
903,Cherry Tree High I! My! Girls!,Cherry-Tree-High-I!-My!-Girls!,20-Nov-14,$3.99,56% (82%),"50,000?..?100,000",00:00 (00:00),773,Nyu Media
281,Chess 2: The Sequel,Chess-2-The-Sequel,19-Aug-14,$5.99,9% (46%/62%),"0?..?20,000",00:00 (00:00),"Ludeme Games, Sirlin Games",Ludeme Games
1696,Chicken Invaders 4,Chicken-Invaders-4,6-Jun-14,$4.99,97% (97%),"0?..?20,000",03:58 (01:19),InterAction studios,InterAction studios
80,Child of Light,Child-of-Light,29-Apr-14,$14.99,84% (92%/77%),"500,000?..?1,000,000",00:14 (00:13),Ubisoft Montréal,Ubisoft
722,Children of Liberty,Children-of-Liberty,18-Apr-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Lantana Games,Lantana Games
1291,Chip,Chip,25-Apr-14,$4.99,43% (76%),"200,000?..?500,000",03:29 (03:29),Coatsink,Coatsink
1107,Cho Dengeki Stryker All Ages Version,Cho-Dengeki-Stryker-All-Ages-Version,19-Sep-14,$34.99,77% (90%),"0?..?20,000",27:32 (09:10),OVERDRIVE,MangaGamer
1502,Choice of Robots,Choice-of-Robots,19-Dec-14,$5.99,97% (97%),"20,000?..?50,000",00:00 (00:00),Choice of Games,Choice of Games
527,Choice of the Deathless,Choice-of-the-Deathless,29-Aug-14,$4.99,87% (93%),"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games
858,Chompy Chomp Chomp,Chompy-Chomp-Chomp,16-May-14,$1.99,39% (74%),"200,000?..?500,000",00:00 (00:00),Utopian World of Sandwiches,KISS ltd
588,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,chronicles-of-a-dark-lord-episode-i-tides-of-fate,19-Dec-14,$1.99,38% (73%),"50,000?..?100,000",00:00 (00:00),Kisareth Studios,Kisareth Studios
1174,Chronology,Chronology,12-May-14,$4.99,77% (90%),"100,000?..?200,000",01:31 (00:30),Bedtime Digital Games,Bedtime Digital Games
1450,Chuck's Challenge 3D,Chucks-Challenge-3D,28-Feb-14,$3.99,60% (84%),"0?..?20,000",00:00 (00:00),Niffler Ltd.,"Nkidu Games Inc., Niffler Ltd."
851,Cinders,Cinders,1-May-14,$19.99,74% (89%),"50,000?..?100,000",00:00 (00:00),MoaCube,MoaCube
747,Cinemaware Anthology: 1986-1991,Cinemaware-Anthology-1986-1991,14-Nov-14,$9.99,53% (81%),"0?..?20,000",00:00 (00:00),Cinemaware,Cinemaware
816,Circuits,Circuits,17-Apr-14,$4.99,77% (90%),"100,000?..?200,000",00:00 (00:00),Digital Tentacle,Digital Tentacle
628,Civil War II,Civil-War-II,3-Jul-14,$39.99,43% (76%),"0?..?20,000",00:00 (00:00),Ageod,Slitherine Ltd.
898,Claire,Claire,7-Jul-14,$9.99,34% (71%),"50,000?..?100,000",01:30 (00:30),Hailstorm Games,Hailstorm Games
1093,Clans,Clans,13-Mar-14,$2.99,21% (61%),"20,000?..?50,000",00:00 (00:00),Computerhouse,Strategy First
1553,Clash of Puppets,Clash-of-Puppets,16-Dec-14,$4.99,80% (91%),"0?..?20,000",00:00 (00:00),Drakkar Dev,Crescent Moon Games
1538,Claustrophobia: The Downward Struggle,Claustrophobia-The-Downward-Struggle,9-Sep-14,$4.99,7% (41%),"20,000?..?50,000",00:00 (00:00),The Indie Forge,The Indie Forge
1635,Clockwork Tales: Of Glass and Ink,Clockwork-Tales-Of-Glass-Ink,24-Apr-14,$9.99,74% (89%),"100,000?..?200,000",00:00 (00:00),Artifex Mundi,Artifex Mundi
1436,Cloney,Cloney,15-Mar-14,Free,15% (55%),"50,000?..?100,000",00:00 (00:00),dotBunny,dotBunny
1176,Close Combat - Gateway to Caen,close-combat-gateway-to-caen,6-Jun-14,$39.99,22% (62%),"20,000?..?50,000",00:00 (00:00),Slitherine Ltd.,Slitherine Ltd.
154,Cloudbuilt,Cloudbuilt,20-Mar-14,$19.99,60% (84%/72%),"100,000?..?200,000",00:00 (00:00),Coilworks,Rising Star Games
629,Club Manager 2015,Club-Manager-2015,4-Dec-14,$9.99,7% (42%),"0?..?20,000",00:00 (00:00),BigBlaze Games,2tainment GmbH
632,Cobi Treasure Deluxe,Cobi-Treasure-Deluxe,23-May-14,$2.99,39% (74%),"200,000?..?500,000",04:25 (01:28),Cobra Mobile,KISS ltd
712,CoH 2 - The Western Front Armies: Oberkommando West,CoH-2---The-Western-Front-Armies-Oberkommando-West,23-Jun-14,$12.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
869,COH 2 - The Western Front Armies: US Forces,COH-2---The-Western-Front-Armies-US-Forces,23-Jun-14,$12.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
414,Coin Crypt,Coin-Crypt,28-Oct-14,$9.99,84% (92%),"100,000?..?200,000",00:00 (00:00),Greg Lobanov,
261,Cold War,Cold-War,8-Jan-14,$4.99,18% (59%/64%),"20,000?..?50,000",00:00 (00:00),Mindware Studios,THQ Nordic
1448,Coldfire Keep,Coldfire-Keep,9-May-14,$3.99,6% (39%),"20,000?..?50,000",00:00 (00:00),Steve Jarman,Steve Jarman
1684,Colin McRae Rally,Colin-McRae-Rally,30-Jul-14,$6.99,9% (46%),"200,000?..?500,000",00:01 (00:00),Codemasters Digital,Codemasters
1110,Collapse,Collapse,11-Apr-14,$19.99,33% (70%),"50,000?..?100,000",03:02 (01:00),Creoteam,Buka Entertainment
430,Colonies Online,Colonies-Online,1-May-14,$14.99,3% (28%),"0?..?20,000",00:00 (00:00),Iron Bit,Iron Bit
742,Color Symphony,Color-Symphony,15-Sep-14,Free,39% (74%),"200,000?..?500,000",00:00 (00:00),REMIMORY,REMIMORY
1505,Colossal Kaiju Combat: Kaijuland Battles,Colossal-Kaiju-Combat-KaijulBattles,11-Aug-14,$4.99,10% (48%),"0?..?20,000",00:00 (00:00),"Sunstone Games, LLC.","Sunstone Games, LLC."
405,Coma: Mortuary,Coma-Mortuary,12-May-14,$5.99,14% (54%),"100,000?..?200,000",05:20 (03:33),"Nova Dimension, Naga Entertainment","Naga Entertainment, Nova Dimension"
876,Comicado,Comicado,21-Jan-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Jugilus,Jugilus
1060,Command HQ,Command-HQ,6-Nov-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Ozark Softscape,"Retroism, Nightdive Studios"
1033,Command: Modern Air / Naval Operations WOTY,command-modern-air-naval-operations,26-Sep-14,$79.99,60% (84%),"20,000?..?50,000",00:00 (00:00),WarfareSims,Slitherine Ltd.
932,Commander: The Great War,Commander-The-Great-War,25-Jul-14,$29.99,39% (74%),"0?..?20,000",00:00 (00:00),The Lordz Games Studio,Slitherine Ltd.
731,Commando Jack,Commando-Jack,22-Aug-14,$7.99,21% (61%),"200,000?..?500,000",04:55 (01:38),Colossal Games,KISS ltd
45,Company of Heroes 2 - Ardennes Assault,company-of-heroes-2-ardennes-assault,17-Nov-14,$69.99,N/A (N/A/81%),"0?..?20,000",00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
59,Company of Heroes 2 - The Western Front Armies,Company-of-Heroes-2---The-Western-Front-Armies,23-Jun-14,N/A,N/A (N/A/80%),"0?..?20,000",00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
241,Concursion,Concursion,6-Jun-14,$4.99,43% (76%/66%),"20,000?..?50,000",00:00 (00:00),Puuba,Puuba
243,CONSORTIUM,CONSORTIUM,8-Jan-14,$9.99,43% (76%/66%),"200,000?..?500,000",00:00 (00:00),Interdimensional Games Inc,Interdimensional Games Inc
303,Constant C,Constant-C,11-Mar-14,$9.99,84% (92%/60%),"20,000?..?50,000",00:00 (00:00),"International Games System, Co., LTD.","International Games System, Co., LTD."
471,Construction Machines 2014,Construction-Machines-2014,28-Mar-14,$6.99,1% (8%),"20,000?..?50,000",00:00 (00:00),GameCask,GameCask
1602,Construction Simulator 2015,Construction-Simulator-2015,18-Nov-14,$14.99,34% (71%),"200,000?..?500,000",03:21 (04:04),weltenbauer. Software Entwicklung GmbH,astragon Entertainment
288,Continue?9876543210,continue9876543210,3-Jan-14,$9.99,15% (55%/62%),"0?..?20,000",00:00 (00:00),Jason Oda,Jason Oda
1181,Contraption Maker,Contraption-Maker,7-Jul-14,$9.99,84% (92%),"200,000?..?500,000",00:07 (00:02),Game Dev Castle,Top Meadow
462,Corporate Lifestyle Simulator,Corporate-Lifestyle-Simulator,12-Mar-14,$4.99,71% (88%),"100,000?..?200,000",00:00 (00:00),DolphinBarn,DolphinBarn
423,Corto Maltese - Secrets of Venice,Corto-Maltese---Secrets-of-Venice,4-Dec-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Kids up hill,"BulkyPix, Plug In Digital"
755,Cosmic DJ,Cosmic-DJ,30-Oct-14,$2.99,71% (88%),"50,000?..?100,000",00:00 (00:00),Gl33k,Devolver Digital
908,Cosmo's Cosmic Adventure,Cosmos-Cosmic-Adventure,5-May-14,$4.99,97% (97%),"50,000?..?100,000",00:00 (00:00),3D Realms (Apogee Software),3D Realms (Apogee Software)
215,Costume Quest 2,Costume-Quest-2,7-Oct-14,$14.99,66% (86%/68%),"100,000?..?200,000",00:00 (00:00),Double Fine Productions,"Midnight City , Majesco Entertainment"
534,Counter-Strike Nexon: Zombies,Counter-Strike-Nexon-Zombies,7-Oct-14,Free,24% (64%),"5,000,000?..?10,000,000",18:22 (05:51),"Valve Corporation, Nexon Korea Corporation",Nexon Korea Corporation
1358,Crab Cakes Rescue,Crab-Cakes-Rescue,14-Nov-14,$6.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Mission Critical Studios,"KISS ltd, Maximum Games"
760,Craft The World,Craft-The-World,24-Nov-14,$18.99,71% (88%),"200,000?..?500,000",04:12 (05:19),Dekovir Entertainment,Black Maple Games
940,Crash And Burn Racing,Crash-Burn-Racing,9-Dec-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Lunagames,Libredia
1495,Crazy Machines: Golden Gears,Crazy-Machines-Golden-Gears,27-Mar-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),FAKT Software Gmbh,Viva Media Inc
1679,Crazy Plant Shop,Crazy-Plant-Shop,4-Aug-14,$4.99,43% (76%),"20,000?..?50,000",00:00 (00:00),Filament Games,Filament Games
1283,Creeper World 3: Arc Eternal,Creeper-World-3-Arc-Eternal,27-Mar-14,$14.99,95% (96%),"100,000?..?200,000",01:49 (01:10),Knuckle Cracker,Knuckle Cracker
1600,Cricket Captain 2014,Cricket-Captain-2014,8-Aug-14,$9.99,16% (57%),"0?..?20,000",148:36 (49:32),Childish Things,KISS ltd
221,Crimsonland,Crimsonland,11-Jun-14,$13.99,80% (91%/68%),"100,000?..?200,000",07:59 (03:56),10tons Ltd,10tons Ltd
11,Crimzon Clover WORLD IGNITION,Crimzon-Clover-WORLD-IGNITION,6-Jun-14,$9.99,93% (95%/85%),"100,000?..?200,000",00:00 (00:00),"YOTSUBANE, Adventure Planning Service",Degica
324,Croixleur Sigma,Croixleur-Sigma,30-Apr-14,$7.99,49% (79%/56%),"20,000?..?50,000",00:00 (00:00),souvenir circ.,Nyu Media
1637,Crouching Pony Hidden Dragon,Crouching-Pony-Hidden-Dragon,14-Jul-14,$9.99,7% (42%),"20,000?..?50,000",00:00 (00:00),Le Cortex,Neko Entertainment
1213,Crow,Crow,6-Oct-14,$9.99,38% (73%),"20,000?..?50,000",00:00 (00:00),Sunside Inc,Sunside Inc
186,Crowntakers,Crowntakers,7-Nov-14,$9.99,43% (76%/70%),"50,000?..?100,000",02:45 (00:55),Bulwark Studios,Kasedo Games
1141,C-RUSH,C-RUSH,17-Feb-14,$1.99,3% (25%),"20,000?..?50,000",00:00 (00:00),Artnumeris,Artnumeris
794,CRYENGINE - Sample Assets,CRYENGINE---Sample-Assets,6-Jun-14,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),Crytek,Crytek
564,CRYENGINE - Wwise Project DLC,CRYENGINE---Wwise-Project-DLC,7-Oct-14,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),Crytek,Crytek
996,Crystal Caves,Crystal-Caves,5-May-14,$4.99,87% (93%),"50,000?..?100,000",00:00 (00:00),3D Realms (Apogee Software),Apogee Software
365,Crystal Chip Collector,Crystal-Chip-Collector,16-Aug-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Nekomura Games,Nekomura Games
1166,Crystals of Time,Crystals-of-Time,13-Jun-14,$1.99,11% (49%),"200,000?..?500,000",00:00 (00:00),"RVL Games, exosyphen studios",exosyphen studios
917,CT Special Forces: Fire for Effect,CT-Special-Forces-Fire-for-Effect,13-Mar-14,$2.99,16% (56%),"50,000?..?100,000",03:03 (01:01),"Asobo Studio, Hip Games","KISS ltd, Funbox Media Ltd"
1623,Cube & Star: An Arbitrary Love,CubeGun,14-Feb-14,$4.99,33% (70%),"20,000?..?50,000",00:27 (00:09),Doppler Interactive,Doppler Interactive
1417,CubeGun,Cubesis,21-May-14,Free,23% (63%),"100,000?..?200,000",00:00 (00:00),candyrocketstudio,candyrocketstudio
825,Cubesis,Cube-Star-An-Arbitrary-Love,22-Aug-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Wonderful Tree Studio,Wastelands Interactive
439,CubeZ,CubeZ,1-Dec-14,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Imaekgames [Imaek Limited],Indie Developer
771,Cubic Castles,Cubic-Castles,13-Aug-14,Free,34% (71%),"500,000?..?1,000,000",00:46 (00:15),Cosmic Cow LLC,Cosmic Cow LLC
1621,Cult of the Wind,Cult-of-the-Wind,30-Jun-14,$9.99,38% (73%),"100,000?..?200,000",00:00 (00:00),North of Earth,North of Earth
272,Curse: The Eye of Isis,Curse-The-Eye-of-Isis,22-Aug-14,$2.99,51% (80%/63%),"20,000?..?50,000",00:00 (00:00),Asylum entertainment,Microids
1642,Cypress Inheritance: The Beginning,Cypress-Inheritance-The-Beginning,10-Mar-14,$59.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Cypress Inheritance, LLC","Cypress Inheritance, LLC"
373,Cyto,Cyto,10-Jul-14,$3.99,58% (83%),"20,000?..?50,000",00:00 (00:00),Room 8 Studio,Room 8 Studio
