X.,Game,Url,Release.date,Price,Score.rank.Userscore...Metascore.,Owners,Playtime..Median.,Developer.s.,Publisher.s.
895,Sign Motion,Sign-Motion,24-Oct-14,$9.99,19% (60%),"0?..?20,000",00:00 (00:00),Midnart,Midnart
633,Signs of Life,Signs-of-Life,27-Jan-14,$9.99,47% (78%),"50,000?..?100,000",00:00 (00:00),Sweet Dog Studios,Sweet Dog Studios
251,Silence of the Sleep,Silence-of-the-Sleep,1-Oct-14,$4.99,43% (76%/66%),"100,000?..?200,000",01:45 (00:21),Jesse Makkonen,Jesse Makkonen
1275,Silent Service,Silent-Service,6-Nov-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"MicroProse Software, Inc","Retroism, Nightdive Studios"
1210,Silent Service 2,Silent-Service-2,6-Nov-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"MicroProse Software, Inc","Retroism, Nightdive Studios"
653,SilverQuest: Gaiden,SilverQuest-Gaiden,29-Dec-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Wolfgame,Wolfgame
616,Sinister City,Sinister-City,20-Oct-14,$0.99,30% (68%),"100,000?..?200,000",03:17 (01:05),Jetdogs Studios,Jetdogs Studios
212,Sinking Island,Sinking-Island,5-Dec-14,$7.99,30% (68%/68%),"20,000?..?50,000",00:31 (00:10),White Birds Productions,Microids
277,"Sir, You Are Being Hunted",Sir-You-Are-Being-Hunted,2-May-14,$19.99,51% (80%/63%),"500,000?..?1,000,000",00:00 (00:00),Big Robot Ltd,Big Robot Ltd
1342,Sisyphus Reborn,Sisyphus-Reborn,19-Dec-14,Free,90% (94%),"50,000?..?100,000",00:44 (00:14),Myshkin Entertainment,Myshkin Entertainment
367,Skara - The Blade Remains,skara-the-blade-remains,27-Oct-14,Free,19% (60%),"200,000?..?500,000",00:00 (00:00),8-Bit Studio,8-Bit Studio
1465,Ski Region Simulator - Gold Edition,Skilltree-Saga,31-Jan-14,$8.99,38% (73%),"20,000?..?50,000",00:16 (00:05),Giants Software,Giants Software
1274,Skilltree Saga,Ski-Region-Simulator,4-Dec-14,$9.99,5% (36%),"20,000?..?50,000",00:00 (00:00),Silent Dreams,Headup Games
577,Ski-World Simulator,Ski-World-Simulator,18-Nov-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH
900,Sky Mercenaries,Skyborn,16-Dec-14,$9.99,36% (72%),"20,000?..?50,000",00:00 (00:00),PolarityFlow,PolarityFlow
1398,Skyborn,Sky-Mercenaries,21-Feb-14,$14.99,74% (89%),"200,000?..?500,000",00:00 (00:00),Dancing Dragon Games,Degica
1256,Slave Zero,Slave-Zero,23-Oct-14,$6.99,80% (91%),"20,000?..?50,000",00:15 (00:09),"Accolade, Inc.","Retroism, Nightdive Studios"
623,Sledgehammer / Gear Grinder,Sledgehammer,12-Mar-14,$7.99,41% (75%),"20,000?..?50,000",03:05 (01:01),Targem Games,Buka Entertainment
1593,Sleeping Dogs: Definitive Edition,Sleeping-Dogs-Definitive-Edition,8-Oct-14,$29.99,71% (88%),"1,000,000?..?2,000,000",02:15 (00:31),"United Front Games, Feral Interactive (Mac)","SQUARE ENIX, Feral Interactive (Mac)"
1230,Slip,Slip,28-Apr-14,$3.99,60% (84%),"20,000?..?50,000",00:00 (00:00),Handsome Games,Handsome Games
601,Small Town Terrors Pilgrim's Hook Collector's Edition,small-town-terrors-pilgrims-hook,16-Jul-14,$14.99,53% (81%),"20,000?..?50,000",00:00 (00:00),Gunnar Games,Viva Media
1165,Smooth Operators,Smooth-Operators,10-Jun-14,$2.99,38% (73%),"20,000?..?50,000",00:00 (00:00),Heydeck Games,Heydeck Games
828,Smugglers 5,Smugglers-5,11-Apr-14,$9.99,13% (53%),"20,000?..?50,000",00:00 (00:00),Niels Bauer Games,Niels Bauer Games
1647,Smugglers 5: Invasion,Smugglers-5-Invasion,16-Oct-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Niels Bauer Games,Niels Bauer Games
278,Sneaky Sneaky,Sneaky-Sneaky,12-Nov-14,$4.99,77% (90%/63%),"0?..?20,000",00:00 (00:00),Naiad Entertainment LLC,Naiad Entertainment LLC
766,Sniper Art of Victory,Sniper-Art-of-Victory,31-Jan-14,$2.99,4% (32%),"200,000?..?500,000",00:41 (00:41),CI Games,CI Games
370,Sniper Elite 3,Sniper-Elite-3,27-Jun-14,$29.99,47% (78%),"1,000,000?..?2,000,000",01:53 (01:21),Rebellion,Rebellion
1145,Snow Light,Snowcat-Simulator,24-Oct-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),West Dragon Productions DR,OG-ZONE Digital Entertainment
738,Snowcat Simulator,Snow-Light,26-Nov-14,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH
77,So Many Me,Sokobond,17-Jul-14,$14.99,74% (89%/78%),"0?..?20,000",00:00 (00:00),Extend Studio,ORiGO GAMES
31,Sokobond,Solar-Struggle,21-Jul-14,$9.99,77% (90%/82%),"20,000?..?50,000",00:00 (00:00),"Alan Hazelden, Harry Lee",Draknek
905,Solar Struggle,Soldiers-Heroes-of-World-War-II,18-Nov-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Z-Software,Z-Software GmbH
86,Soldiers: Heroes of World War II,So-Many-Me,3-Jul-14,$4.99,51% (80%/77%),"50,000?..?100,000",00:00 (00:00),Best Way,1C Entertainment
1183,Soul Gambler,Soulbringer,10-Jul-14,$0.51,71% (88%),"100,000?..?200,000",00:00 (00:00),Tlön Studios,Gamestorming
179,Soulbringer,Soul-Gambler,13-Mar-14,$2.99,38% (73%/70%),"50,000?..?100,000",00:00 (00:00),Infogames Europe SA,Funbox Media Ltd
1328,South Park: The Stick of Truth,South-Park-The-Stick-of-Truth,3-Mar-14,$29.99,97% (97%),"2,000,000?..?5,000,000",01:52 (05:46),Obsidian Entertainment,Ubisoft
1096,Space Farmers,Spacebase-DF-9,17-Apr-14,$9.99,45% (77%),"200,000?..?500,000",00:48 (00:48),BumpkinBrothers,KISS ltd
1076,Space Galaxy - Graphics Pack,SPACECOM,22-Aug-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Roencia,Roencia Game Creators
274,Space Hack,Space-Farmers,5-Aug-14,$4.99,11% (50%/63%),"200,000?..?500,000",00:00 (00:00),,Meridian4
161,Space Hulk: Ascension,Spaceforce-Homeworld,12-Nov-14,$29.99,38% (73%/72%),"100,000?..?200,000",01:59 (00:39),Full Control Studios,Full Control
382,Space Legends: At the Edge of the Universe,Space-Galaxy---Graphics-Pack,24-Nov-14,$9.99,16% (57%),"20,000?..?50,000",00:00 (00:00),Red Hedgehog,Viva Media
146,Space Run,Space-Hack,13-Jun-14,$14.99,66% (86%/73%),"100,000?..?200,000",00:44 (00:14),Passtech Games,Focus Home Interactive
1009,Space Salvager,Space-Hulk-Ascension,25-Nov-14,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sam Albon,Sam Albon
419,Space Warp,Space-Legends-At-the-Edge-of-the-Universe,4-Nov-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Mind Crew,Mind Crew
347,Spacebase DF-9,Space-Run,27-Oct-14,$9.99,2% (19%/49%),"100,000?..?200,000",00:00 (00:00),Double Fine Productions,Double Fine Productions
204,SPACECOM,Space-Salvager,17-Sep-14,$9.99,23% (63%/68%),"100,000?..?200,000",06:23 (05:56),Flow Combine,11 bit studios
1601,Spaceforce Homeworld,Space-Warp,19-Feb-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Dreamatrix,Dreamatrix
298,Spate,Spate,27-Mar-14,N/A,28% (67%/61%),"20,000?..?50,000",00:00 (00:00),Eric Provan - Ayyo Games,Ayyo Games
1276,Speed Kills,Speed-Kills,16-May-14,$9.99,13% (52%),"200,000?..?500,000",05:21 (03:57),"Holy Warp, Black Wing Foundation",KISS ltd
512,SpellForce 2 - Demons of the Past,SpellForce-2---Demons-of-the-Past,16-Jan-14,$19.99,10% (47%),"100,000?..?200,000",00:00 (00:00),"THQ Nordic, Mind Over Matter Studios",THQ Nordic
1144,Spice Road,Spice-Road,24-Apr-14,$19.99,21% (61%),"0?..?20,000",00:00 (00:00),Aartform Games,Aartform Games
230,SPINTIRES,SPINTIRES,12-Jun-14,$14.99,60% (84%/67%),"1,000,000?..?2,000,000",01:47 (00:36),Oovee® Game Studios,"Oovee® Game Studios, IMGN.PRO"
1527,Spirited Heart Deluxe,Spirited-Heart-Deluxe,29-May-14,$19.99,11% (50%),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
1686,Splatter - Zombie Apocalypse,splatter---blood-red-edition,4-Jun-14,$0.99,74% (89%),"200,000?..?500,000",00:39 (00:13),Dreamworlds,Dreamworlds
60,Split/Second,splitsecond,6-Oct-14,$19.99,47% (78%/79%),"50,000?..?100,000",02:10 (02:40),Black Rock Studio,Disney Interactive
1316,Spoiler Alert,Spoiler-Alert,30-Jun-14,$2.99,36% (72%),"100,000?..?200,000",03:54 (03:16),MEGAFUZZ,tinyBuild
781,SPORT1 Live : Duel,SPORT1-Live--Duel,30-May-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sport1 GmbH,Sport1 GmbH
459,Sportsfriends,Sportsfriends,19-Dec-14,$14.99,36% (72%),"20,000?..?50,000",00:00 (00:00),Die Gute Fabrik,Die Gute Fabrik
485,Sprite Lamp,Sprite-Lamp,25-Sep-14,$34.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Snake Hill Games,Snake Hill Games
746,Sproggiwood,Sproggiwood,24-Oct-14,$14.99,53% (81%),"100,000?..?200,000",00:03 (00:01),Freehold Games,Freehold Games
1289,Spud's Quest,Spuds-Quest,31-Jul-14,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Mouldy Toof Studios,Clickteam
754,Spy Chameleon - RGB Agent,Spy-Chameleon---RGB-Agent,11-Jun-14,$4.99,66% (86%),"50,000?..?100,000",00:00 (00:00),Unfinished Pixel,Unfinished Pixel
455,"Spy Fox 2 ""Some Assembly Required""",Spy-Fox-2-Some-Assembly-Required,1-May-14,$6.99,87% (93%),"20,000?..?50,000",00:21 (00:07),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
824,"Spy Fox 3 ""Operation Ozone""",Spy-Fox-3-Operation-Ozone,15-May-14,$6.99,56% (82%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
582,"Spy Fox in ""Dry Cereal""","Spy-Fox-in-""Dry-Cereal""",17-Apr-14,$6.99,90% (94%),"50,000?..?100,000",01:45 (01:09),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
885,Spy Fox In: Cheese Chase,Spy-Fox-In-Cheese-Chase,29-May-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
997,Spy Fox In: Hold the Mustard,Spy-Fox-In-Hold-the-Mustard,6-Jun-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
630,Squirt's Adventure,Squirts-Adventure,5-Mar-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),The Dept of Silly Stuff,The Dept of Silly Stuff
1643,Squishy the Suicidal Pig,Squishy-the-Suicidal-Pig,23-Oct-14,$5.99,58% (83%),"200,000?..?500,000",03:01 (01:00),"Tomi Maarela, Elias Viglione",Panic Art Studios
705,Stained,Stained,10-Jul-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),RealAxis Software,RealAxis Software
1430,Star Nomad,Stargunner,29-Dec-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Huy Phan,Huy Phan
1315,Star Swarm Stress Test,Starion-Tactics,30-Jan-14,Free,74% (89%),"200,000?..?500,000",00:00 (00:00),Oxide Games,Stardock Entertainment
1029,Star Traders: 4X Empires,Starlight-Inception?,16-Dec-14,$9.99,10% (48%),"0?..?20,000",00:00 (00:00),Trese Brothers,Trese Brothers
714,Stargunner,Starlite-Astronaut-Rescue---Developed-in-Collaboration-with-NASA,5-May-14,Free,63% (85%),"0?..?20,000",00:01 (00:00),3D Realms,3D Realms (Apogee Software)
1455,Starion Tactics,StarMade,5-Sep-14,$9.99,3% (27%),"50,000?..?100,000",00:00 (00:00),Corncrow Games,
1667,Starlight Inception?,Star-Nomad,22-Apr-14,$9.99,2% (21%),"0?..?20,000",00:00 (00:00),"Escape Hatch Entertainment, LLC","Escape Hatch Entertainment, LLC"
1395,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,Starpoint-Gemini-2,27-Jan-14,$2.99,6% (38%),"0?..?20,000",00:00 (00:00),Project Whitecard Studios Inc.,Project Whitecard Studios Inc.
866,StarMade,Starship-Rubicon,4-Dec-14,$14.99,31% (69%),"200,000?..?500,000",00:16 (00:05),"Schine, GmbH","Schine, GmbH"
190,Starpoint Gemini 2,Star-Swarm-Stress-Test,26-Sep-14,$34.99,33% (70%/70%),"500,000?..?1,000,000",01:57 (02:32),Little Green Men Games,Iceberg Interactive
364,Starship Rubicon,Star-Traders-4X-Empires,12-Dec-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Wickworks,Cheerful Ghost
1224,Starwalker,Starwalker,23-Dec-14,$1.99,N/A (N/A),"50,000?..?100,000",02:35 (00:51),MP Game Studios,MP Game Studios
1177,STARWHAL,starwhal-just-the-tip,29-Sep-14,$11.99,80% (91%),"50,000?..?100,000",02:19 (02:49),Breakfall,Breakfall
1587,Steam Bandits: Outpost,Steam-Bandits-Outpost,14-Jan-14,$19.99,19% (60%),"0?..?20,000",00:00 (00:00),Iocaine Studios,Iocaine Studios
1508,Steam Marines,Steam-Marines,24-Sep-14,$19.99,14% (54%),"100,000?..?200,000",00:00 (00:00),Worthless Bums,
1042,Steel & Steam: Episode 1,Steel-Steam-Episode-1,16-Jul-14,N/A,N/A (N/A),"100,000?..?200,000",00:00 (00:00),Red Meat Games,Digerati Distribution
832,Stick RPG 2: Director's Cut,stick-rpg-2-directors-cut,16-Jun-14,$19.99,47% (78%),"50,000?..?100,000",00:05 (00:01),XGen Studios,XGen Studios
817,Stonerid,Stonerid,15-Aug-14,$4.99,28% (67%),"50,000?..?100,000",00:00 (00:00),Enitvare,Enitvare
1124,Storm over the Pacific,Storm-over-the-Pacific,13-Jun-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Wastelands Interactive,Wastelands Interactive
1233,Stranded,Stranded,20-May-14,$0.99,4% (33%),"20,000?..?50,000",00:00 (00:00),Peter Moorhead,Curve Digital
719,Strata,Strata,29-May-14,$7.99,87% (93%),"50,000?..?100,000",00:00 (00:00),Graveck,GLITCH
1186,Strategic War in Europe,Strategic-War-in-Europe,21-Mar-14,$14.99,6% (39%),"20,000?..?50,000",00:00 (00:00),Wastelands Interactive,Wastelands Interactive
1360,Street Racing Syndicate,Street-Racing-Syndicate,24-Apr-14,$2.99,56% (82%),"200,000?..?500,000",00:44 (00:39),Eutechnyx,Funbox Media Ltd
67,"STRIDER / ?��??�イ?�?��?�?,Feb 19",strider," 2014""",$14.99,66% (86%/78%),"500,000?..?1,000,000",01:47 (01:11),"Double Helix Games, Capcom",Capcom
1265,Strike Suit Zero: Director's Cut,Strike-Suit-Zero,8-Apr-14,$19.99,47% (78%),"20,000?..?50,000",06:58 (02:19),Born Ready Games,Born Ready Games
147,Strike Vector,Strike-Vector,28-Jan-14,$11.99,28% (67%/73%),"100,000?..?200,000",00:00 (00:00),Ragequit Corporation,Ragequit Corporation
253,Stronghold Crusader 2,Stronghold-Crusader-2,22-Sep-14,$39.99,22% (62%/65%),"500,000?..?1,000,000",05:44 (02:17),FireFly Studios,FireFly Studios
1532,StuntMANIA Reloaded,StuntMANIA-Reloaded,13-Nov-14,$4.99,36% (72%),"20,000?..?50,000",00:00 (00:00),Sector3 Games,Bigger Boat
171,Styx: Master of Shadows,Styx-Master-of-Shadows,7-Oct-14,$29.99,56% (82%/71%),"500,000?..?1,000,000",01:45 (02:20),Cyanide Studio,Focus Home Interactive
1208,Sudeki,Sudeki,24-Feb-14,$5.99,71% (88%),"100,000?..?200,000",01:33 (00:31),Climax Studios,Climax Group
1575,Sudokuball Detective,Sudokuball-Detective,15-May-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Witan Entertainment,Libredia
1540,SUGURI,SUGURI,1-Jul-14,$5.99,80% (91%),"20,000?..?50,000",00:09 (00:03),Orange_Juice,"Rockin' Android, Rockin Android"
74,Summoner,Summoner,12-Mar-14,$4.99,58% (83%/78%),"50,000?..?100,000",00:00 (00:00),Volition,THQ Nordic
852,SunAge: Battle for Elysium,SunAge-Battle-for-Elysium,15-Dec-14,$14.99,21% (61%),"0?..?20,000",00:00 (00:00),vertex4 entertainment ltd.,vertex4 entertainment ltd.
608,Sunrider: Mask of Arcadius,Sunrider-Mask-of-Arcadius,9-Jul-14,Free,87% (93%),"500,000?..?1,000,000",00:00 (00:00),Love in Space,Sekai Project
1404,Super Chain Crusher Horizon,Super-Chain-Crusher-Horizon,14-Sep,$14.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),"Mindware Co.,Ltd.","Mindware Co.,Ltd."
810,Super Killer Hornet: Resurrection,Super-Killer-Hornet-Resurrection,5-Feb-14,$4.99,28% (67%),"200,000?..?500,000",05:36 (01:52),Flump Studios,KISS ltd
550,Super Lemonade Factory,Super-Lemonade-Factory,9-Jul-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),initials,initials
1016,Super Motherload,Super-Motherload,4-Apr-14,$14.99,45% (77%),"50,000?..?100,000",00:11 (00:03),XGen Studios,XGen Studios
440,Super Panda Adventures,Super-Panda-Adventures,14-Jul-14,$4.99,95% (96%),"20,000?..?50,000",00:00 (00:00),BlueEagle Productions,Paul Schneider
56,Super Time Force Ultra,SuperPower-2-Steam-Edition,25-Aug-14,$14.99,77% (90%/80%),"100,000?..?200,000",00:00 (00:00),Capybara Games,Capybara Games
1211,Super Toy Cars,Super-Time-Force-Ultra,6-Jun-14,$9.99,36% (72%),"50,000?..?100,000",00:00 (00:00),Eclipse Games,Eclipse Games
1040,Super Trench Attack!,Super-Toy-Cars,24-Jul-14,$4.99,84% (92%),"50,000?..?100,000",04:24 (01:28),Retro Army Limited,Retro Army Limited
1402,Super Win the Game,Super-Trench-Attack,1-Oct-14,$7.99,74% (89%),"100,000?..?200,000",00:00 (00:00),Minor Key Games,Minor Key Games
1346,SuperPower 2 Steam Edition,Super-Win-the-Game,18-Apr-14,$9.99,45% (77%),"100,000?..?200,000",04:56 (04:08),GolemLabs,THQ Nordic
1366,Supreme Ruler 1936,Supreme-Ruler-1936,9-May-14,$12.99,39% (74%),"20,000?..?50,000",00:00 (00:00),BattleGoat Studios,BattleGoat Studios
492,Supreme Ruler Ultimate,Supreme-Ruler-Ultimate,17-Oct-14,$19.99,38% (73%),"20,000?..?50,000",24:33 (08:11),BattleGoat Studios,BattleGoat Studios
1497,Sweet Lily Dreams,Sweet-Lily-Dreams,16-May-14,$14.99,66% (86%),"100,000?..?200,000",00:00 (00:00),RosePortal Games,Degica
519,Sweezy Gunner,Sweezy-Gunner,6-May-14,$3.99,51% (80%),"20,000?..?50,000",00:00 (00:00),Windybeard,Windybeard
1431,Swipecart,Swipecart,8-May-14,$2.99,53% (81%),"100,000?..?200,000",04:07 (01:22),Micro Factory Games,Micro Factory Games
488,Sword of the Samurai,Sword-of-the-Samurai,17-Oct-14,$6.99,90% (94%),"20,000?..?50,000",00:00 (00:00),"MicroProse Software, Inc","Retroism, Nightdive Studios"
1007,T.E.C. 3001,Tail-Drift,11-Apr-14,$3.99,80% (91%),"20,000?..?50,000",00:00 (00:00),Phoenix Game Studio,BulkyPix
587,Tail Drift,Takedown-Red-Sabre,29-Oct-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Attract Mode Games,Right Pedal Studios
360,Takedown: Red Sabre,Tales-from-the-Borderlands,10-Feb-14,$4.99,6% (38%/34%),"200,000?..?500,000",00:06 (00:02),Serellan LLC,505 Games
1352,Tales from the Borderlands,Tales-From-The-Dragon-Mountain-2-The-Lair,25-Nov-14,$14.99,93% (95%),"500,000?..?1,000,000",01:13 (01:36),Telltale Games,Telltale Games
1206,Tales From The Dragon Mountain 2: The Lair,Tales-From-The-Dragon-Mountain-The-Strix,13-Mar-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cateia Games,Libredia Entertainment
1155,Tales From The Dragon Mountain: The Strix,Tales-of-Adventure-2,20-Feb-14,$2.99,5% (36%),"0?..?20,000",00:00 (00:00),Cateia Games,Libredia Entertainment
1391,Tales of Adventure 2,Talisman-Digital-Edition,14-Jul-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"XIAOYAO, BetaSparkUK",XIAOYAO
344,Talisman: Digital Edition,Task-Force-1942-Surface-Naval-Action-in-the-South-Pacific,25-Feb-14,$6.99,49% (79%/51%),"200,000?..?500,000",02:43 (01:36),Nomad Games,Asmodee Digital
786,Task Force 1942: Surface Naval Action in the South Pacific,Taxi,6-Nov-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"MicroProse Software, Inc","Retroism, Nightdive Studios"
424,Taxi,Team-Indie,22-Aug-14,$4.99,13% (53%),"20,000?..?50,000",00:00 (00:00),Excalibur,Excalibur Publishing
406,Team Indie,TEC-3001,8-Oct-14,$12.99,11% (50%),"50,000?..?100,000",00:00 (00:00),Brightside Games,Brightside Games
1245,Terminal Velocity,Terminal-Velocity,5-May-14,$6.99,N/A (N/A),"50,000?..?100,000",00:00 (00:00),Terminal Reality,Apogee Software
1080,Terraformer Expedition to Mars,Terraformer-Expedition-to-Mars,7-May-14,$24.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Vermont Software Studios,LLC","Vermont Software Studios,LLC"
28,Terrian Saga: KR-17,Terrian-Saga-KR-17,9-Jul-14,$4.99,39% (74%/83%),"20,000?..?50,000",03:01 (01:00),Wonderfling,Digital Tribe
1673,Terrorhedron Tower Defense,Terrorhedron-Tower-Defense,24-Jul-14,$1.99,60% (84%),"100,000?..?200,000",02:01 (00:40),Dan Walters,Dan Walters
703,Tesla Breaks the World!,Tesla-Breaks-the-World!,26-Nov-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Archetype Global,Archetype Global
205,Tesla Effect: A Tex Murphy Adventure,Tesla-Effect-A-Tex-Murphy-Adventure,8-May-14,$19.99,80% (91%/68%),"200,000?..?500,000",00:00 (00:00),Big Finish Games,ATLUS USA
1135,TesserAct,TesserAct,24-Oct-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Propelled Bird Software,Propelled Bird Software
560,Tex Murphy: Martian Memorandum,martian-memorandum,12-Jun-14,$5.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Access Software,Nightdive Studios
743,Tex Murphy: Mean Streets,tex-murphy-overseer,12-Jun-14,$5.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Access Software,Nightdive Studios
748,Tex Murphy: Overseer,The-Abbey,12-Jun-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Access Software,Nightdive Studios
521,Tex Murphy: The Pandora Directive,The-Apotheosis-Project,12-Jun-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Access Software,Nightdive Studios
726,Tex Murphy: Under a Killing Moon,Theatre-Of-The-Absurd,12-Jun-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Access Software,Nightdive Studios
467,The Abbey,The-Banner-Saga,15-Jul-14,$19.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Crimson Cow,Strategy First
1025,The Apotheosis Project,The-Binding-of-Isaac-Rebirth,4-Dec-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Midian Design,Screen 7
50,The Banner Saga,The-Blue-Flamingo,14-Jan-14,$24.99,74% (89%/80%),"500,000?..?1,000,000",03:43 (05:33),Stoic,Versus Evil
1130,The Binding of Isaac: Rebirth,The-Book-of-Legends,4-Nov-14,$14.99,97% (97%),"1,000,000?..?2,000,000",06:31 (01:50),"Nicalis, Inc.","Nicalis, Inc."
330,The Blue Flamingo,The-Cameron-Files-The-Secret-at-Loch-Ness,18-Nov-14,$4.99,21% (61%/55%),"100,000?..?200,000",00:00 (00:00),Might and Delight,Might and Delight
461,The Book of Legends,fall-weiss,14-Mar-14,$14.99,23% (63%),"50,000?..?100,000",01:37 (00:32),Aldorlea Games,Aldorlea Games
238,The Cameron Files: The Secret at Loch Ness,The-Castle-Doctrine,18-Jul-14,$2.99,N/A (N/A/66%),"20,000?..?50,000",00:00 (00:00),Microids,Microids
914,The Campaign Series: Fall Weiss,The-Collider,30-May-14,$14.99,8% (45%),"20,000?..?50,000",00:00 (00:00),Wastelands Interactive,Wastelands Interactive
315,The Castle Doctrine,The-Counting-Kingdom,29-Jan-14,$15.99,7% (42%/58%),"0?..?20,000",00:03 (00:01),Jason Rohrer,Jason Rohrer
465,The Collider,The-Count-of-Monster-Disco,15-Sep-14,$2.99,71% (88%),"20,000?..?50,000",00:00 (00:00),Shortbreak Studios s.c.,Shortbreak Studios s.c.
1449,The Count of Monster Disco,The-Crew,24-Oct-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Skyhook Games, Dovetail Games",Dovetail Games - Trains
1445,The Counting Kingdom,The-Culling-Of-The-Cows,5-Aug-14,$6.99,93% (95%),"0?..?20,000",00:00 (00:00),Little Worlds Interactive,Little Worlds Interactive
174,The Crew,The-Curse-of-the-Werewolves,1-Dec-14,$29.99,27% (66%/71%),"200,000?..?500,000",01:43 (01:21),Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft
379,The Culling Of The Cows,The-Desolate-Hope,9-May-14,$6.99,33% (70%),"500,000?..?1,000,000",04:26 (03:54),DL Softworks,DL Softworks
715,The Curse of the Werewolves,The-Detail,1-Sep-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Nordcurrent,Nordcurrent
1188,The Desolate Hope,The-Dungeoning,5-May-14,Free,80% (91%),"200,000?..?500,000",01:16 (01:48),Scott Cawthon,Scott Cawthon
92,The Detail,the-egyptian-prophecy,28-Oct-14,$2.99,34% (71%/77%),"100,000?..?200,000",00:00 (00:00),Rival Games Ltd,Rival Games Ltd
1632,The Dungeoning,The-Elder-Scrolls-Online,2-May-14,$6.99,36% (72%),"0?..?20,000",00:00 (00:00),Nick Donnelly,Nick Donnelly
921,The Egyptian Prophecy: The Fate of Ramses,The-Entente-Gold,6-Jun-14,$4.99,11% (50%),"50,000?..?100,000",00:00 (00:00),MC2,Microids
706,The Elder Scrolls Online,The-Escapist,4-Apr-14,$9.99,45% (77%),"1,000,000?..?2,000,000",16:04 (04:19),Zenimax Online Studios,Bethesda Softworks
1393,The Entente Gold,The-Evil-Within,16-Jun-14,$1.99,8% (43%),"50,000?..?100,000",04:32 (01:30),Lesta Studio,Buka Entertainment
1400,The Escapist,the-expendabros---broforce-the-expendables-missions,15-Sep-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Backstab Games,Backstab Games
206,The Evil Within,The-Fall,13-Oct-14,$19.99,51% (80%/68%),"500,000?..?1,000,000",05:14 (01:21),Tango Gameworks,Bethesda Softworks
1151,The Expendabros,The-Few,5-Aug-14,Free,97% (97%),"2,000,000?..?5,000,000",03:37 (00:33),Free Lives,Devolver Digital
104,The Fall,The-Fifth-Day,30-May-14,$9.99,71% (88%/76%),"200,000?..?500,000",00:00 (00:00),Over The Moon,Over The Moon
