"","V1","V2","V3","V4","V5"
"cur_sta.1361","Fly and Destroy","NA","0","NA","0"
"cur_sta.1362","Ninja Stealth","NA","0","NA","0"
"cur_sta.1363","Soccer Manager 2017","NA","0","NA","0"
"cur_sta.1364","BitRay","NA","0","NA","0"
"cur_sta.1365","Wishmaster","NA","0","NA","0"
"cur_sta.1366","Escape From Nazi Labs","NA","0","NA","0"
"cur_sta.1367","HALP!","NA","0","NA","0"
"cur_sta.1368","One Last Chance","NA","0","NA","0"
"cur_sta.1369","In Case of Emergency, Release Raptor","NA","0","NA","0"
"cur_sta.1370","Visitors","NA","0","NA","0"
"cur_sta.1371","The Sandbox Evolution - Craft a 2D Pixel Universe!","NA","
                                1
                            ","NA","0"
"cur_sta.1372","Epic Clicker Journey","NA","0","NA","0"
"cur_sta.1373","SurvHive","NA","0","NA","0"
"cur_sta.1374","Totally Unbalanced","NA","0","NA","0"
"cur_sta.1375","Sol Trader","NA","
                                2
                            ","NA","0"
"cur_sta.1376","Axis Football 2016","NA","0","NA","0"
"cur_sta.1377","The Last Sniper VR","NA","0","NA","0"
"cur_sta.1378","SWORDY","NA","0","NA","0"
"cur_sta.1379","Moustache Mountain","NA","0","NA","0"
"cur_sta.1380","Hieroglyphika","NA","
                                2
                            ","NA","0"
"cur_sta.1381","Mind Games","NA","0","NA","0"
"cur_sta.1382","Pure Chess: Grandmaster Edition","NA","
                                1
                            ","NA","0"
"cur_sta.1383","Black Hat Cooperative","NA","0","NA","0"
"cur_sta.1384","Time of Dragons","NA","0","NA","0"
"cur_sta.1385","Puzzles At Mystery Manor","NA","0","NA","0"
"cur_sta.1386","Overhell","NA","0","NA","0"
"cur_sta.1387","Let's Draw","NA","0","NA","0"
"cur_sta.1388","Insanity Clicker","NA","0","NA","0"
"cur_sta.1389","Broken Dreams","NA","
                                1
                            ","NA","0"
"cur_sta.1390","Sky Break","NA","0","NA","0"
"cur_sta.1391","Mad Combat Marines","NA","0","NA","0"
"cur_sta.1392","Panzer Warfare","NA","0","NA","0"
"cur_sta.1393","Romopolis","NA","0","NA","0"
"cur_sta.1394","Beater Spirit","NA","0","NA","0"
"cur_sta.1395","Heroes & Generals","NA","
                                1
                            ","
5.5
    ","124 Ratings"
"cur_sta.1396","Riders of Icarus","NA","
                                1
                            ","
4.1
    ","15 Ratings"
"cur_sta.1397","Wind Child","NA","0","NA","0"
"cur_sta.1398","Sky Valley","NA","0","NA","0"
"cur_sta.1399","The Mims Beginning","NA","
                                1
                            ","NA","0"
"cur_sta.1400","Valiant","NA","0","NA","0"
"cur_sta.1401","Zombie City Defense 2","NA","
                                3
                            ","NA","0"
"cur_sta.1402","Nomad Fleet","NA","
                                1
                            ","NA","0"
"cur_sta.1403","Shards of Azuria","NA","0","NA","0"
"cur_sta.1404","Close Order","NA","0","NA","0"
"cur_sta.1405","Assault Suit Leynos","NA","0","NA","0"
"cur_sta.1406","METAGAL","NA","0","NA","0"
"cur_sta.1407","REALITY","NA","0","NA","0"
"cur_sta.1408","Last Will","NA","
                                1
                            ","NA","0"
"cur_sta.1409","Showdown Adventure","NA","0","NA","0"
"cur_sta.1410","Imprisoned Light","NA","0","NA","0"
"cur_sta.1411","ViveSpray","NA","0","NA","0"
"cur_sta.1412","The Infinite Black","NA","0","NA","0"
"cur_sta.1413","Gloria Victis","NA","0","NA","0"
"cur_sta.1414","Silver Knight","NA","0","NA","0"
"cur_sta.1415","Cubium Dreams","NA","0","NA","0"
"cur_sta.1416","Just Hero","NA","0","NA","0"
"cur_sta.1417","SolForge","NA","0","
6.8
    ","56 Ratings"
"cur_sta.1418","Shape Shifter","NA","0","NA","0"
"cur_sta.1419","Hard Room","NA","0","NA","0"
"cur_sta.1420","Lamia's Game Room","NA","0","NA","0"
"cur_sta.1421","RoShamBo","NA","0","NA","0"
"cur_sta.1422","Adorables","NA","0","
6.6
    ","5 Ratings"
"cur_sta.1423","That's Mahjong!","NA","0","NA","0"
"cur_sta.1424","Selma and the Wisp","NA","
                                1
                            ","
7.4
    ","5 Ratings"
"cur_sta.1425","Soviet City","NA","0","NA","0"
"cur_sta.1426","Unending Galaxy","NA","
                                1
                            ","NA","0"
"cur_sta.1427","VR Escape the space station","NA","0","NA","0"
"cur_sta.1428","Wild Romance","NA","0","NA","0"
"cur_sta.1429","Alteric","NA","0","NA","0"
"cur_sta.1430","Welkin Road","NA","
                                1
                            ","NA","0"
"cur_sta.1431","Anime Studio Simulator","NA","
                                1
                            ","NA","0"
"cur_sta.1432","Galaxy Reavers","NA","0","NA","0"
"cur_sta.1433","BIOS","NA","
                                2
                            ","NA","0"
"cur_sta.1434","Bears Can't Drift!?","NA","
                                2
                            ","NA","0"
"cur_sta.1435","Cards of Cthulhu","NA","0","NA","0"
"cur_sta.1436","Masked Forces","NA","0","NA","0"
"cur_sta.1437","Draw Rider","NA","0","NA","0"
"cur_sta.1438","Spellstone","NA","0","NA","0"
"cur_sta.1439","Hoplite","NA","0","NA","0"
"cur_sta.1440","Town of Night","NA","0","NA","0"
"cur_sta.1441","Reset 1-1","NA","0","NA","0"
"cur_sta.1442","Sweet Volley High","NA","0","NA","0"
"cur_sta.1443","A Wild Catgirl Appears!","NA","0","NA","0"
"cur_sta.1444","Death Stair","NA","0","NA","0"
"cur_sta.1445","King Lucas","NA","
                                3
                            ","NA","0"
"cur_sta.1446","Squirbs","NA","0","NA","0"
"cur_sta.1447","Crush Online","NA","0","NA","0"
"cur_sta.1448","Inexistence","NA","0","NA","0"
"cur_sta.1449","Soccer Manager","NA","0","NA","0"
"cur_sta.1450","Trimmer Tycoon","NA","0","NA","0"
"cur_sta.1451","Marble Mountain","NA","
                                3
                            ","NA","0"
"cur_sta.1452","Goblins and Grottos","NA","
                                1
                            ","NA","0"
"cur_sta.1453","The Nest","NA","0","NA","0"
"cur_sta.1454","Moonchild","NA","0","
8.6
    ","30 Ratings"
"cur_sta.1455","Energy Hook","NA","
                                1
                            ","NA","0"
"cur_sta.1456","Expect The Unexpected","NA","0","NA","0"
"cur_sta.1457","ABE VR","NA","0","NA","0"
"cur_sta.1458","Pac-Man Championship Edition 2","78","
                                17
                            ","
6.6
    ","18 Ratings"
"cur_sta.1459","The NADI Project","NA","0","NA","0"
"cur_sta.1460","Mindless Running","NA","0","NA","0"
"cur_sta.1461","NORTH","NA","
                                3
                            ","NA","0"
"cur_sta.1462","CABAL Online","NA","
                                2
                            ","
7.1
    ","41 Ratings"
"cur_sta.1463","Into The Unknown","NA","0","NA","0"
"cur_sta.1464","Copter and Sky","NA","
                                1
                            ","NA","0"
"cur_sta.1465","Beasts Battle","NA","0","NA","0"
"cur_sta.1466","High Fidelity","NA","0","NA","0"
"cur_sta.1467","True or False","NA","0","NA","0"
"cur_sta.1468","Approaching Blocks","NA","0","NA","0"
"cur_sta.1469","Moto Racer 4","47","
                                5
                            ","
5.3
    ","10 Ratings"
"cur_sta.1470","Virtual Warfighter","NA","0","NA","0"
"cur_sta.1471","Shadows of Kurgansk","NA","
                                2
                            ","NA","0"
"cur_sta.1472","Giant Machines 2017","NA","
                                2
                            ","
7.6
    ","5 Ratings"
"cur_sta.1473","Robot Squad Simulator 2017","NA","
                                2
                            ","NA","0"
"cur_sta.1474","SUPERFIGHT","NA","0","NA","0"
"cur_sta.1475","Trackmania Turbo","79","
                                13
                            ","
7.0
    ","51 Ratings"
"cur_sta.1476","Attractio","NA","
                                2
                            ","
7.4
    ","16 Ratings"
"cur_sta.1477","The Butterfly Sign","NA","
                                2
                            ","
4.4
    ","8 Ratings"
"cur_sta.1478","Shake Your Money Simulator 2016","NA","0","NA","0"
"cur_sta.1479","Take Thy Throne","NA","0","NA","0"
"cur_sta.1480","The Mahjong Huntress","NA","0","NA","0"
"cur_sta.1481","AWA","NA","0","NA","0"
"cur_sta.1482","BoomTown! Deluxe","NA","0","NA","0"
"cur_sta.1483","The Black Death","NA","
                                1
                            ","NA","0"
"cur_sta.1484","Stop Online - Battle of Words","NA","0","NA","0"
"cur_sta.1485","Crown and Council","NA","
                                1
                            ","NA","0"
"cur_sta.1486","Space Incident","NA","0","NA","0"
"cur_sta.1487","Asteroid Bounty Hunter","NA","0","NA","0"
"cur_sta.1488","Contract","NA","0","NA","0"
"cur_sta.1489","World Boxing Manager","NA","0","NA","0"
"cur_sta.1490","ASTROKILL","NA","0","NA","0"
"cur_sta.1491","Bottle","NA","0","NA","0"
"cur_sta.1492","Gems of the Aztecs","NA","0","NA","0"
"cur_sta.1493","Star Fields","NA","0","NA","0"
"cur_sta.1494","Angeldust","NA","0","NA","0"
"cur_sta.1495","Jack Nicklaus Perfect Golf","NA","0","NA","0"
"cur_sta.1496","Amigdala","NA","0","NA","0"
"cur_sta.1497","The Cooking Game","NA","0","NA","0"
"cur_sta.1498","3DRPG","NA","0","NA","0"
"cur_sta.1499","Lost In Woods 2","NA","0","NA","0"
"cur_sta.1500","Swiftly","NA","0","NA","0"
"cur_sta.1501","Naval Action","NA","0","NA","0"
"cur_sta.1502","Sudoku Quest","NA","0","NA","0"
"cur_sta.1503","Crypt of the Serpent King","NA","0","NA","0"
"cur_sta.1504","XenoShyft","NA","
                                1
                            ","NA","0"
"cur_sta.1505","Captivity","NA","0","NA","0"
"cur_sta.1506","Hyposphere","NA","
                                2
                            ","NA","0"
"cur_sta.1507","Garlock Online","NA","0","NA","0"
"cur_sta.1508","Guardians of Victoria","NA","0","
3.2
    ","5 Ratings"
"cur_sta.1509","Abrix for kids","NA","0","NA","0"
"cur_sta.1510","At the Mountains of Madness","NA","0","NA","0"
"cur_sta.1511","Revolution 60","NA","0","
1.1
    ","16 Ratings"
"cur_sta.1512","Galactic Fighter","NA","0","NA","0"
"cur_sta.1513","Elite vs. Freedom","NA","0","NA","0"
"cur_sta.1514","HACK_IT","NA","0","NA","0"
"cur_sta.1515","Platro","NA","0","NA","0"
"cur_sta.1516","Jacob","NA","0","NA","0"
"cur_sta.1517","Lone Leader","NA","0","NA","0"
"cur_sta.1518","Ball of Light","NA","0","NA","0"
"cur_sta.1519","Mystery Of Rivenhallows","NA","
                                1
                            ","NA","0"
"cur_sta.1520","Cyber Team Manager","NA","0","NA","0"
"cur_sta.1521","The Janitor","NA","0","NA","0"
"cur_sta.1522","GASP","NA","0","NA","0"
"cur_sta.1523","Nanoborg","NA","0","NA","0"
"cur_sta.1524","Star Project","NA","0","NA","0"
"cur_sta.1525","Puzzle Galaxies","NA","0","NA","0"
"cur_sta.1526","Abandoned Knight","NA","0","NA","0"
"cur_sta.1527","Z.I.O.N.","NA","0","
0.3
    ","4 Ratings"
"cur_sta.1528","World Ship Simulator","NA","0","NA","0"
"cur_sta.1529","Kabitis","NA","0","NA","0"
"cur_sta.1530","Godus Wars","NA","0","NA","0"
"cur_sta.1531","The Pit And The Pendulum","NA","0","NA","0"
"cur_sta.1532","Clickdraw Clicker","NA","0","NA","0"
"cur_sta.1533","Fantasy Kingdom Simulator","NA","0","NA","0"
"cur_sta.1534","Townopolis","NA","0","NA","0"
"cur_sta.1535","Cubway","NA","0","NA","0"
"cur_sta.1536","Pixel Survivors","NA","0","NA","0"
"cur_sta.1537","Uno","NA","0","NA","0"
"cur_sta.1538","Purgatory","NA","0","NA","0"
"cur_sta.1539","Mad Hunter","NA","0","NA","0"
"cur_sta.1540","Genius Greedy Mouse","NA","0","NA","0"
"cur_sta.1541","Airstrike HD","NA","0","NA","0"
"cur_sta.1542","7 Mages","NA","
                                2
                            ","
7.2
    ","9 Ratings"
"cur_sta.1543","CURSE","NA","0","NA","0"
"cur_sta.1544","Amulet of Dreams","NA","0","NA","0"
"cur_sta.1545","Maria the Witch","NA","0","NA","0"
"cur_sta.1546","Feelings Adrift","NA","0","NA","0"
"cur_sta.1547","Hospitalize","NA","0","NA","0"
"cur_sta.1548","Streamline","NA","0","NA","0"
"cur_sta.1549","Vinyl","NA","0","NA","0"
"cur_sta.1550","Invention 2","NA","0","
5.0
    ","4 Ratings"
"cur_sta.1551","Project CARS - Pagani Edition","NA","0","NA","0"
"cur_sta.1552","Summer Sale","NA","0","NA","0"
"cur_sta.1553","Video Blogger Story","NA","0","NA","0"
"cur_sta.1554","Prospekt","43","
                                6
                            ","
4.7
    ","28 Ratings"
"cur_sta.1555","Big Bang Empire","NA","0","NA","0"
"cur_sta.1556","Project Genom","NA","0","NA","0"
"cur_sta.1557","To Burn in Memory","NA","0","NA","0"
"cur_sta.1558","Florensia","NA","0","NA","0"
"cur_sta.1559","Hooligan Vasja","NA","0","NA","0"
"cur_sta.1560","The Sentient","NA","0","NA","0"
"cur_sta.1561","the research facility NO.507","NA","0","NA","0"
"cur_sta.1562","Talewind","NA","0","NA","0"
"cur_sta.1563","SurrealVR","NA","0","NA","0"
"cur_sta.1564","Score a Goal: Physical Football","NA","0","NA","0"
"cur_sta.1565","The Lords of the Earth Flame","NA","0","NA","0"
"cur_sta.1566","Stay Close","NA","0","NA","0"
"cur_sta.1567","The Grandfather","NA","
                                1
                            ","
4.3
    ","4 Ratings"
"cur_sta.1568","Alchemist (2000)","NA","0","NA","0"
"cur_sta.1569","Heroine Anthem Zero","NA","
                                1
                            ","
7.2
    ","6 Ratings"
"cur_sta.1570","Multimirror","NA","0","NA","0"
"cur_sta.1571","Bus Simulator 16","46","
                                8
                            ","
6.0
    ","20 Ratings"
"cur_sta.1572","Don't Die Dateless, Dummy!","NA","0","NA","0"
"cur_sta.1573","Slayer Shock","NA","
                                2
                            ","NA","0"
"cur_sta.1574","Snooker Nation Championship","NA","0","NA","0"
"cur_sta.1575","Kaboom Monsters","NA","0","NA","0"
"cur_sta.1576","Liquid Pinball","NA","0","NA","0"
"cur_sta.1577","Crystal Rift","NA","0","NA","0"
"cur_sta.1578","Savage Resurrection","NA","0","NA","0"
"cur_sta.1579","Ballistick","NA","0","NA","0"
"cur_sta.1580","mr.President Prologue Episode","NA","0","NA","0"
"cur_sta.1581","Outrage","NA","
                                1
                            ","NA","0"
"cur_sta.1582","Boss Monster","NA","
                                1
                            ","NA","0"
"cur_sta.1583","Francisca","NA","0","NA","0"
"cur_sta.1584","Shut Eye","NA","0","NA","0"
"cur_sta.1585","DreamLand","NA","0","NA","0"
"cur_sta.1586","RPG Tycoon","NA","
                                1
                            ","NA","0"
"cur_sta.1587","Citalis","NA","0","NA","0"
"cur_sta.1588","Bizarre Earthquake","NA","0","
1.0
    ","4 Ratings"
"cur_sta.1589","Squeezone","NA","0","NA","0"
"cur_sta.1590","Metal Assault","NA","0","NA","0"
"cur_sta.1591","Sunny Hillride","NA","0","NA","0"
"cur_sta.1592","Life in Bunker","NA","
                                3
                            ","
6.3
    ","4 Ratings"
"cur_sta.1593","Clockwork","NA","
                                3
                            ","NA","0"
"cur_sta.1594","Elemental Heroes","NA","0","NA","0"
"cur_sta.1595","Terminal Hacker","NA","0","NA","0"
"cur_sta.1596","Minimized","NA","0","NA","0"
"cur_sta.1597","Russian SuperHero Dead Ivan","NA","0","NA","0"
"cur_sta.1598","HellAngel","NA","0","NA","0"
"cur_sta.1599","Tabletopia","NA","0","NA","0"
"cur_sta.1600","The Secret of Pineview Forest","NA","0","NA","0"
"cur_sta.1601","Mystic Saga","NA","0","NA","0"
"cur_sta.1602","Color Syndrome","NA","0","NA","0"
"cur_sta.1603","BloodGate","NA","0","NA","0"
"cur_sta.1604","Hybrid Animals","NA","0","NA","0"
"cur_sta.1605","Age of Cavemen","NA","0","NA","0"
"cur_sta.1606","Inverted","NA","0","NA","0"
"cur_sta.1607","Behind the Memory","NA","0","NA","0"
"cur_sta.1608","Rugby Challenge 3","NA","0","NA","0"
"cur_sta.1609","Hardware Engineering","NA","0","NA","0"
"cur_sta.1610","Unclaimed World","NA","0","NA","0"
"cur_sta.1611","Chasing Dead","NA","0","
5.2
    ","25 Ratings"
"cur_sta.1612","Annie Amber","NA","0","NA","0"
"cur_sta.1613","Trackday Manager","NA","
                                1
                            ","NA","0"
"cur_sta.1614","Satellite Command","NA","0","NA","0"
"cur_sta.1615","Neon Space ULTRA","NA","0","NA","0"
"cur_sta.1616","Cloney","NA","0","NA","0"
"cur_sta.1617","Brave Dungeon","NA","0","NA","0"
"cur_sta.1618","Escape This","NA","0","NA","0"
"cur_sta.1619","Germ Wars","NA","0","NA","0"
"cur_sta.1620","Hired Ops","NA","0","NA","0"
"cur_sta.1621","Bunny & Piggy","NA","0","NA","0"
"cur_sta.1622","Shonen Idle Z","NA","0","NA","0"
"cur_sta.1623","Ultimate Arena","NA","0","NA","0"
"cur_sta.1624","Hide & Hold Out - H2o","NA","0","NA","0"
"cur_sta.1625","reconquest","NA","
                                1
                            ","
6.2
    ","5 Ratings"
"cur_sta.1626","Steam Squad","NA","
                                1
                            ","
7.2
    ","9 Ratings"
"cur_sta.1627","MY FIGHT","NA","0","NA","0"
"cur_sta.1628","Candy Blast","NA","0","NA","0"
"cur_sta.1629","Heart and Seoul","NA","0","NA","0"
"cur_sta.1630","Wanderland","NA","0","NA","0"
"cur_sta.1631","Doodle Kingdom","NA","0","NA","0"
"cur_sta.1632","Crazy Pixel Streaker","NA","
                                1
                            ","NA","0"
"cur_sta.1633","Warriors' Wrath","NA","0","NA","0"
"cur_sta.1634","Tap Tap Legions - Epic battles within 5 seconds!","NA","0","NA","0"
"cur_sta.1635","Lethal Brutal Racing","NA","0","NA","0"
"cur_sta.1636","Clicker Guild","NA","0","NA","0"
"cur_sta.1637","Dead Island: Retro Revenge","NA","
                                1
                            ","NA","0"
"cur_sta.1638","Hero's Song","NA","0","NA","0"
"cur_sta.1639","Project Abyss","NA","0","NA","0"
"cur_sta.1640","Terror Lab","NA","0","NA","0"
"cur_sta.1641","e-River Cabin Journal","NA","0","NA","0"
"cur_sta.1642","Congo","NA","0","NA","0"
"cur_sta.1643","Ant Queen","NA","
                                1
                            ","NA","0"
"cur_sta.1644","Magic Potion Explorer","NA","0","NA","0"
"cur_sta.1645","Chess Knight 2","NA","0","NA","0"
"cur_sta.1646","Beastiarium","NA","
                                3
                            ","NA","0"
"cur_sta.1647","The Panic Room","NA","0","NA","0"
"cur_sta.1648","Racecar.io","NA","0","NA","0"
"cur_sta.1649","Gone In November","NA","
                                1
                            ","NA","0"
"cur_sta.1650","Reptilian Rebellion","NA","0","NA","0"
"cur_sta.1651","Bonsai","NA","0","NA","0"
"cur_sta.1652","LuckCatchers","NA","0","NA","0"
"cur_sta.1653","Path of War","NA","0","NA","0"
"cur_sta.1654","Lif","NA","0","NA","0"
"cur_sta.1655","Strange Night","NA","0","NA","0"
"cur_sta.1656","Assassins vs Pirates","NA","0","NA","0"
"cur_sta.1657","Rising Islands","NA","
                                2
                            ","NA","0"
"cur_sta.1658","Arctic alive","NA","0","NA","0"
"cur_sta.1659","Pointless","NA","0","NA","0"
"cur_sta.1660","Heavenly Battle","NA","0","NA","0"
"cur_sta.1661","Super Space Pug","NA","0","NA","0"
"cur_sta.1662","ZombieCarz","NA","0","NA","0"
"cur_sta.1663","Dear RED - Extended","NA","
                                2
                            ","NA","0"
"cur_sta.1664","Forgotten Myths CCG","NA","0","NA","0"
"cur_sta.1665","Existentia","NA","0","NA","0"
"cur_sta.1666","High Octane Drift","NA","0","NA","0"
"cur_sta.1667","Fernbus Simulator","NA","0","
4.8
    ","8 Ratings"
"cur_sta.1668","Twisted Worlds","NA","0","NA","0"
"cur_sta.1669","Forgotten Heroes","NA","0","NA","0"
"cur_sta.1670","Blind Trust","NA","0","NA","0"
"cur_sta.1671","Warriors of Vilvatikta","NA","0","NA","0"
"cur_sta.1672","The Lost","NA","0","NA","0"
"cur_sta.1673","The Sun Will Rise","NA","0","NA","0"
"cur_sta.1674","Power & Revolution","NA","
                                2
                            ","
3.0
    ","4 Ratings"
"cur_sta.1675","Destiny of Ancient Kingdoms","NA","0","NA","0"
"cur_sta.1676","Other Tanks","NA","0","NA","0"
"cur_sta.1677","Aircraft War X","NA","0","NA","0"
"cur_sta.1678","Funfair Ride Simulator 3","NA","0","NA","0"
"cur_sta.1679","Trench Run","NA","0","NA","0"
"cur_sta.1680","Zombie Playground","NA","0","NA","0"
"cur_sta.1681","Clash of the Monsters","NA","0","NA","0"
"cur_sta.1682","JDM Tuner Racing","NA","0","NA","0"
"cur_sta.1683","Autumn","NA","0","NA","0"
"cur_sta.1684","Bacteria","NA","0","NA","0"
"cur_sta.1685","Final Quest","NA","0","NA","0"
"cur_sta.1686","Red Risk","NA","
                                1
                            ","NA","0"
"cur_sta.1687","Ludo Supremo","NA","0","NA","0"
"cur_sta.1688","Planet Driller","NA","0","NA","0"
"cur_sta.1689","Rollout","NA","0","NA","0"
"cur_sta.1690","MiDZone","NA","0","NA","0"
"cur_sta.1691","NUKED KNIGHT","NA","0","NA","0"
"cur_sta.1692","Mars Industries","NA","0","NA","0"
"cur_sta.1693","My Butler","NA","0","NA","0"
"cur_sta.1694","Scapeland","NA","0","NA","0"
"cur_sta.1695","Dogos","NA","
                                1
                            ","NA","0"
"cur_sta.1696","Office lovers","NA","0","NA","0"
"cur_sta.1697","I Am Caligula","NA","0","NA","0"
"cur_sta.1698","The Renegades of Orion 2.0","NA","0","NA","0"
"cur_sta.1699","UnderDread","NA","
                                3
                            ","NA","0"
"cur_sta.1700","Rebirth of Island","NA","0","NA","0"
"cur_sta.1701","Evertown","NA","0","NA","0"
"cur_sta.1702","Rock Paper Scissors Champion","NA","0","NA","0"
"cur_sta.1703","Tactical Craft Online","NA","0","NA","0"
"cur_sta.1704","Calcu-Late","NA","0","NA","0"
"cur_sta.1705","Wartune","NA","0","
2.1
    ","21 Ratings"
"cur_sta.1706","The Final Take","NA","0","NA","0"
"cur_sta.1707","Pro Gamer Manager","NA","
                                3
                            ","NA","0"
"cur_sta.1708","BioShock 2 Remastered","NA","0","
3.8
    ","12 Ratings"
"cur_sta.1709","King's Guard TD","NA","0","NA","0"
"cur_sta.1710","Yore VR","NA","0","NA","0"
"cur_sta.1711","Blue Tear","NA","
                                1
                            ","NA","0"
"cur_sta.1712","Through Abandoned 2: The Forest","NA","0","NA","0"
"cur_sta.1713","Orbox C","NA","0","NA","0"
"cur_sta.1714","Flat Heroes","NA","
                                2
                            ","NA","0"
"cur_sta.1715","Button Tales","NA","0","NA","0"
"cur_sta.1716","Champions of Breakfast","NA","0","
6.0
    ","12 Ratings"
"cur_sta.1717","Corinne Cross's Dead & Breakfast","NA","0","NA","0"
"cur_sta.1718","simian.interface++","NA","0","NA","0"
"cur_sta.1719","Matris","NA","0","NA","0"
"cur_sta.1720","Bad Caterpillar","NA","0","NA","0"
"cur_sta.1721","Unbreakable Vr Runner","NA","0","NA","0"
"cur_sta.1722","RefRain - prism memories -","NA","
                                1
                            ","NA","0"
"cur_sta.1723","Night Blights","NA","0","NA","0"
"cur_sta.1724","Ballistic Protection","NA","0","NA","0"
"cur_sta.1725","Lup","NA","0","NA","0"
"cur_sta.1726","SkyTime","NA","0","NA","0"
"cur_sta.1727","Insincere","NA","0","NA","0"
"cur_sta.1728","KickHim","NA","0","NA","0"
"cur_sta.1729","Cube Land Arena","NA","0","NA","0"
"cur_sta.1730","Klabi","NA","0","NA","0"
"cur_sta.1731","Find Out","NA","0","NA","0"
"cur_sta.1732","Super Dungeon Bros","NA","
                                3
                            ","NA","0"
"cur_sta.1733","Racecraft","NA","0","NA","0"
"cur_sta.1734","Vernon's Legacy","NA","0","NA","0"
"cur_sta.1735","Endciv","NA","0","NA","0"
"cur_sta.1736","The East New World","NA","0","NA","0"
"cur_sta.1737","Kivi, Toilet and Shotgun","NA","0","NA","0"
"cur_sta.1738","PANAGEA: The Game","NA","0","NA","0"
"cur_sta.1739","Masha Rescues Grandma","NA","0","NA","0"
"cur_sta.1740","Disposable Heroes","NA","0","NA","0"
"cur_sta.1741","Dark Eden","NA","0","NA","0"
"cur_sta.1742","Heroes of Shadow Guard","NA","0","NA","0"
"cur_sta.1743","MetaTron","NA","0","NA","0"
"cur_sta.1744","Everest VR","NA","
                                3
                            ","NA","0"
"cur_sta.1745","Operation Breakout","NA","0","NA","0"
"cur_sta.1746","Forestry 2017: The Simulation","NA","0","NA","0"
"cur_sta.1747","Relaxation Balls","NA","0","NA","0"
"cur_sta.1748","Heaven Island Life","NA","0","
7.0
    ","7 Ratings"
"cur_sta.1749","Professional Farmer 2017","NA","
                                1
                            ","NA","0"
"cur_sta.1750","Unknown Battle","NA","0","NA","0"
"cur_sta.1751","Tales of Destruction","NA","0","NA","0"
"cur_sta.1752","SOLRAVEN","NA","0","NA","0"
"cur_sta.1753","Shot Shot Tactic","NA","0","NA","0"
"cur_sta.1754","Dessert Storm","NA","0","NA","0"
"cur_sta.1755","Spectrum","NA","0","NA","0"
"cur_sta.1756","Stars Simulation","NA","0","NA","0"
"cur_sta.1757","VirZOOM Arcade","NA","0","NA","0"
"cur_sta.1758","Puzzles Under The Hill","NA","0","NA","0"
"cur_sta.1759","The Orb Chambers II","NA","0","NA","0"
"cur_sta.1760","Bayla Bunny","NA","0","NA","0"
"cur_sta.1761","POPixel","NA","0","NA","0"
"cur_sta.1762","GOD's DEATH","NA","0","NA","0"
"cur_sta.1763","The Last Patient","NA","0","NA","0"
"cur_sta.1764","Little Jack's Adventures","NA","0","NA","0"
"cur_sta.1765","Smithy","NA","0","NA","0"
"cur_sta.1766","The God's Chain","NA","0","
4.7
    ","6 Ratings"
"cur_sta.1767","Magic Quest","NA","0","NA","0"
"cur_sta.1768","Elves Adventure","NA","0","NA","0"
"cur_sta.1769","Fantastic Checkers 2","NA","0","NA","0"
"cur_sta.1770","Surfasaurus","NA","0","NA","0"
"cur_sta.1771","Full Tilt Poker","NA","0","NA","0"
"cur_sta.1772","Mahsung Deluxe","NA","0","NA","0"
"cur_sta.1773","Aztecalypse","NA","0","NA","0"
"cur_sta.1774","Rhino's Rage","NA","0","NA","0"
"cur_sta.1775","Balloon Blowout","NA","0","NA","0"
"cur_sta.1776","Block Blowout","NA","0","NA","0"
"cur_sta.1777","Fantastic 4 In A Row 2","NA","0","NA","0"
"cur_sta.1778","Burst","NA","0","NA","0"
"cur_sta.1779","Bubble Blowout","NA","0","NA","0"
"cur_sta.1780","Pro Skater 2D","NA","0","NA","0"
"cur_sta.1781","Abrix the robot","NA","0","NA","0"
"cur_sta.1782","Last Days","NA","0","NA","0"
"cur_sta.1783","Fabulous Food Truck","NA","0","NA","0"
"cur_sta.1784","Story Of the Survivor","NA","0","NA","0"
"cur_sta.1785","QUBIC","NA","0","NA","0"
"cur_sta.1786","Barnyard Mahjong 3","NA","0","NA","0"
"cur_sta.1787","The Last Error","NA","0","NA","0"
"cur_sta.1788","Nightmare","NA","0","NA","0"
"cur_sta.1789","ABC Coloring Town","NA","0","NA","0"
"cur_sta.1790","Mini Golf Mundo","NA","0","NA","0"
"cur_sta.1791","One way to exit","NA","0","NA","0"
"cur_sta.1792","Madness","NA","0","NA","0"
"cur_sta.1793","Recourse","NA","0","NA","0"
"cur_sta.1794","Darthy","NA","0","NA","0"
"cur_sta.1795","MANIC MINERS","NA","0","NA","0"
"cur_sta.1796","Legend of Miro","NA","0","NA","0"
"cur_sta.1797","The Divine Paradox","NA","0","NA","0"
"cur_sta.1798","Starship Annihilator","NA","0","NA","0"
"cur_sta.1799","Ball of Wonder","NA","0","NA","0"
"cur_sta.1800","Bear Haven Nights","NA","0","NA","0"
"cur_sta.1801","Painted Memories","NA","0","NA","0"
"cur_sta.1802","Door To Door","NA","0","NA","0"
"cur_sta.1803","Love in the Glen","NA","0","NA","0"
"cur_sta.1804","Puzzle Cube","NA","0","NA","0"
"cur_sta.1805","Space Drifters 2D","NA","0","NA","0"
"cur_sta.1806","Felt Tip Circus","NA","0","NA","0"
"cur_sta.1807","The Journey Home","NA","0","NA","0"
"cur_sta.1808","GROOVY","NA","0","
4.8
    ","4 Ratings"
