name,cri.rate,user.rate,date,content
"
                                    Avernum 2: Crystal Souls
                                                                    ",78,7.6,1,"
                            An indie fantasy role-playing adventure in a massive, underground land. Chock full of over 100 towns and dungeons and an epic story. Fight to complete up to three distinct game-winning quests. Master over sixty spells and abilities. Hunt for hundreds of magical artifacts.
                            "
"
                                    Galak-Z: The Dimensional
                                                                    ",78,6.3,10,"
                            This hand painted intergalactic adventure takes you to the ends of the universe to fight enemies in brand new ways. Inspired by the classic sci-fi anime of the late 1970s and early 1980s as well as more modern shooters, developer 17-BIT has managed to squeeze both together to create a game that promises the best of both worlds.
                            "
"
                                    AR-K Episode 3: The Great Escape
                                                                    ",78,7.8,7,"
                            
                            "
"
                                    Tales From The Borderlands: Episode 2 - Atlas Mugged
                                                                    ",78,8.7,3,"
                            Discovering the Gortys Project fuels a madcap race to definitively figure out what the Atlas Corporation was up to prior to Hyperion's take over of Pandora. Our heroes are not the only ones on the trail. Vault Hunters, Bounty Hunters, Vasquez, and a giant monster thing with a mouth that looks like a...well, you'll see...are all in pursuit. And to further complicate matters, Rhys is being haunted by dreams of a dead despot AND what Vaughn looks like without his shirt on. Can Fiona and Sasha hold everything together? That's up to you. [Telltale]
                            "
"
                                    Deathtrap
                                                                    ",77,7.7,2,"
                            Deathrap is a unique mixture of action-RPGs and Tower Defense games, a game of vicious tricks, killing machines, rotating blades and splattering blood.
                            "
"
                                    Republique: Episode 1 - Exordium
                                                                    ",77,7.5,2,"
                            Republique Remastered is a topical stealth-action game that explores the perils of government surveillance in the Internet Age. 
                            "
"
                                    Life is Strange: Episode 1 - Chrysalis
                                                                    ",77,8.6,1,"
                            Chrysalis is an introduction to the world of Life is Strange. You¡¦ll see Max and Chloe reunite and you¡¦ll make important choices that will influence their destiny. You will observe some of the short-term consequences of those choices but know that there are also mid and long-term repercussions that will pan out over the course of the later episodes, in a butterfly effect manner. [DONTNOD]
                            "
"
                                    Life is Strange: Episode 2 - Out of Time
                                                                    ",77,8.8,3,"
                            Reunited with her friend Chloe, Max begins experimenting with her power and starts to wonder if it is related to her visions or the weird snow from the previous day. But life goes on in Blackwell Academy and a certain viral video has become a serious topic of discussion. Meanwhile, what DID happen to Rachel Amber? 
                            "
"
                                    Game of Thrones: Episode Three - The Sword in the Darkness
                                                                    ",77,7.7,3,"
                            Asher, the exile, proceeds to Mereen in search of an army to take on the Whitehills. Meanwhile in Westeros, Mira must deal with the lethal politics of King¡¦s Landing. [Telltale Games]
                            "
"
                                    Magic Duels: Origins
                                                                    ",77,6,7,"
                            Every origin
Begins with a spark.
 
Enter the worlds best strategy card game with Magic Duels, an all-new digital experience!
 
Immerse yourself in the world of Magic: The Gatherings exciting new Origins campaign as you play through the stories of five iconic Planeswalkers. Hone your skills and build your deck of spells from an ever-growing library of collectible cards, then take on your friends or thousands of AI opponents in Battle Mode.
 
Enjoy virtually endless gameplay with regular card and content updates, quests and achievements, multiple play modes-including fan favorites like Two-Headed Giant-and fully earnable content. The new Skill Quest training system and enhanced Deck Builder with step-by-step guidance ensure an epic Magic experience for new and veteran players alike.
 
Join 20 million Magic fans around the world and begin your journey in Magic Duels now!
                            "
"
                                    Stealth Inc 2: A Game of Clones
                                                                    ",77,6.2,4,"
                            The ultimate hostile work environment

In Stealth Inc 2, you play the role of a clone escaping a sinister and high-tech testing facility. Stealth Inc 2 tests both your brain and your reflexes over 60 varied levels linked together in a sprawling overworld.

Death is never more than a few moments away, but one of the few advantages of being a clone is that death isnt all that permanent. With no loading screens and no lives to worry about, players are encouraged to use their inevitable demise as a learning tool as they navigate lasers, homicidal robots and terrifying bosses in the ultimate hostile work environment.
                            "
"
                                    Dragon Age: Inquisition - Trespasser
                                                                    ",77,7.7,9,"
                            Trespasser tells an entirely new story, set 2 years after the main game. The story explores what it's like to be a world-saving organization when the world no longer needs saving.
                            "
"
                                    Evolve
                                                                    ",77,4.3,2,"
                            In a savage world of man vs nature, are you the hunter or the hunted? The creators of Left 4 Dead, Turtle Rock Studios, bring you EVOLVE, the next-generation of multiplayer shooters where four hunters face-off against a single, player-controlled monster. Stalk your prey, execute your attack and prove you are the apex predator in adrenaline-pumping 4V1 matches.
                            "
"
                                    Grey Goo
                                                                    ",77,7.5,1,"
                            Grey Goo is a real-time strategy game (RTS for short) with roots in classic strategy mechanics. Utilizing traditional base building as its core, the game aims to reinvent the modern standard of RTS gaming by placing emphasis on tactics over micro-management. By freeing players from having to issue hundreds of orders in a match, each decision is made more valuable and can mean the difference between victory and defeat.
                            "
"
                                    Aviary Attorney
                                                                    ",77,7.3,12,"
                            The hottest bird lawyering game to come out of 1840s France. Join Jayjay Falcon and his witty apprentice, Sparrowson, as the two take on clients, interview witnesses, collect evidence, and deliver justice to the guilty. 
                            "
"
                                    Three Fourths Home
                                                                    ",77,5.6,3,"
                            A visual short story set in Nebraska, Three Fourths Home follows an extended exchange between Kelly and her family during a drive home through an intense thunderstorm. 
                            "
"
                                    Pix the Cat
                                                                    ",77,7.5,1,"
                            PIX the CAT is an intense arcade game designed to make your pads sore!Rescue forsaken ducklings from the nested levels of the infamous GRID of INFINITY. Perfect your skills to SPEED and COMBO UP until you reach the explosive FEVER TIME! Defeat your friends at home in the combat ARENA and compete online with the GHOST feature. Surprising surprises are hidden along your adventure, eager to please you when you least expect it!
                            "
"
                                    Game of Thrones: Episode Four - Sons of Winter
                                                                    ",77,7.7,5,"
                            In this fourth episode, the fate of the scattered Forresters hangs in the balance, and no one allied with the family is considered to be safe. An unexpected meeting offers Rodrik a new opportunity to free Ironrath from its Whitehill stranglehold, but with young Ryon Forrester still imprisoned, his next moves are critical. Gared must abandon Castle Black and venture beyond the Wall in search of the mysterious North Grove, risking encounters with Wildlings and worse. In King's Landing, the population is reeling from a recent royal death, and Mira must step carefully in an increasingly complex game of politics where secrets are traded as currency. Far away in Essos, Asher infiltrates the slave city of Meereen at the behest of Daenerys Targaryen, but will the friendship he holds dear break under the strain of a mission that raises memories best forgotten? [Telltale Games]
                            "
"
                                    Ys VI: The Ark of Napishtim
                                                                    ",76,7.8,4,"
                            In the latest game in the series that originated in 1987,  players assume the role of Adol Christian and embark on a rich adventure set on a deserted island. 
                            "
"
                                    Mortal Kombat X
                                                                    ",76,5.5,4,"
                            Mortal Kombat X combines cinematic presentation with all new gameplay to deliver the most brutal Kombat experience ever, offering a new fully-connected experience that launches players into a persistent online contest where every fight matters in a global battle for supremacy.  For the first time, Mortal Kombat X gives players the ability to choose from multiple variations of each character impacting both strategy and fighting style. Players step into an original story showcasing some of the game¡¦s most prolific characters including Scorpion and Sub-Zero, while introducing new challengers that represent the forces of good and evil and tie the tale together.
                            "
"
                                    Wolfenstein: The Old Blood
                                                                    ",76,7.7,5,"
                            It's 1946 and the Nazis are on the verge of winning WWII. In attmepting to turn the tide in the allies¡¦ favor, B.J. Blazkowicz has to embark on an epic, two-part mission deep within Bavaria¡K Part one of Wolfenstein: The Old Blood - Rudi Jager and the Den of Wolves - pits BJ Blazkowicz against a notorious prison warden as he breaks into Castle Wolfenstein in an attempt to steal the coordinates to General Deathshead¡¦s compound. In the second part ¡V The Dark Secrets of Helga Von Schabbs ¡V our hero's search for the coordinates leads him to the city of Wulfburg where an obsessed Nazi archaeologist is exhuming enigmatic artifacts that threaten to unleash a dark and ancient power.
                            "
"
                                    Luckslinger
                                                                    ",76,7,7,"
                            A hip-hop infused spaghetti western action platformer where luck affects the world around you.
                            "
"
                                    JumpJet Rex
                                                                    ",76,7,1,"
                            JumpJet Rex is a punishing, old school 2-Dplatformer where players take control of a Tyrannosaurus Rex with extraterrestrial jump boots to save dino-kind from extinction by a giant asteroid.
                            "
"
                                    Life is Strange: Episode 4 - Dark Room
                                                                    ",76,8.6,7,"
                            Darkroom follows the antics of series protagonist, Max, as she attempts to uncover the mystery behind the disappearance of Rachel Amber and get to the bottom of the bizarre happenings in Arcadia Bay. With the ¡¥End of the World¡¦ party on the horizon, time is running out for Max to become the saviour of the town.
                            "
"
                                    The Beginner's Guide
                                                                    ",76,7.6,10,"
                            The Beginner's Guide is a narrative video game from Davey Wreden, the creator of The Stanley Parable. It lasts about an hour and a half and has no traditional mechanics, no goals or objectives. Instead, it tells the story of a person struggling to deal with something they do not understand.
                            "
"
                                    Castle In The Darkness
                                                                    ",76,7.5,2,"
                            
                            "
"
                                    Pillars of Eternity: The White March - Part 1
                                                                    ",76,7.2,8,"
                            Pillars of Eternity: The White March - Part I is a sprawling expansion pack with hours of gameplay integrated into the main adventure. Along with the new quests and area content, the add-on includes additions of Player Party AI and Enhanced Enemy AI.
                            "
"
                                    Blood Bowl 2
                                                                    ",76,6.2,9,"
                            Blood Bowl 2 mashes Warhammer and American football together, in an explosive cocktail of turn-based strategy, humor and brutality, adapted from Games Workshop¡¦s famous board game. 
                            "
"
                                    Pathologic Classic HD
                                                                    ",76,8.7,10,"
                            Pathologic Classic HD is an extensive remaster of the original game, featuring updated graphics and effects, while addressing the most prominent critiques of the original with a completely redone English script, brand new re-recorded voice-overs, and reinstated text and dialogue.
                            "
"
                                    Audiosurf 2
                                                                    ",76,7.1,5,"
                            Ride your music in more ways than ever before. Audiosurf 2 is the music game for your entire music collection, plus online music streaming and Song of the Day. Hundreds of mods/skins on Workshop. Free demo available.
                            "
"
                                    DISTRAINT
                                                                    ",76,7.8,10,"
                            DISTRAINT is a 2D psychological horror adventure game for PC. You step into the shoes of an ambitious young man named Price. In order to forge a partnership from a famous company, Price seizes a property of an elderly woman. In that very moment he finds out the price of his humanity.
                            "
"
                                    Pro Evolution Soccer 2016
                                                                    ",76,4.3,9,"
                            PES 2016 comes with a host of new and improved features:  Master League ¡V completely overhauled from presentation to running of your team; New night time lighting and player models using Fox Engine; Human motion ¡V 3x more animations for players and goalkeepers; Dynamic weather ¡V Rain starts during matches; Deeper team intelligence ¡V Player and team behaviour taken to the next level.
                            "
"
                                    Armello
                                                                    ",75,7,9,"
                            A swashbuckling adventure that combines the strategic play of card and board games with RPG elements. Wage single and multiplayer strategy battles as you adventure across the land of Armello on your quest for the throne.
                            "
"
                                    Rebel Galaxy
                                                                    ",75,7.7,10,"
                            Rebel Galaxy is a swashbuckling space adventure, with action-packed combat, exploration, discovery, trade, and ¡§negotiation¡¨ with outlandish denizens at the edge of the known universe.
                            "
"
                                    Satellite Reign
                                                                    ",75,7.7,8,"
                            A real-time, class-based strategy game through which you control a team of four agents, each with distinct and unique abilities, collectively battling for control of a simulated, living cyberpunk city. 
                            "
"
                                    Grow Home
                                                                    ",75,7.4,2,"
                            Feel the freedom of unbounded climbing as you take control of BUD, a procedurally animated robot on a quest to save his planet. Create your own path through an alien world as you control and ride a giant plant on a vertical journey to the stars. 
                            "
"
                                    Airscape: The Fall of Gravity
                                                                    ",75,6.6,8,"
                            Airscape: The Fall of gravity is a gravity-shifting action platformer about an octopus, a dangerous world, and crazy physics. Run, jump, and dodge your way across weirdly curved planetoids and floating water formations.
                            "
"
                                    Gravity Ghost
                                                                    ",75,7.7,1,"
                            Gravity Ghost is a physics-based title with a twist. Run, jump, and soar around planets, using gravity to glide through the air. Explore a shattered galaxy and rescue its survivors, armed with powerups and mysterious terraforming powers.
                            "
"
                                    Victor Vran
                                                                    ",75,7.5,7,"
                            Victor Vran is an isometric Action-RPG with a vast selection of weapons, items, outfits, demon powers and destiny cards. Experience combat action with dozens of enemies attacking you from all sides and unleash powerful skills to finish them off.
                            "
"
                                    Dying Light
                                                                    ",75,7.9,1,"
                            Dying Light allows you traverse an open world mired into chaos and destruction. In this environment, you scrap for survival against an array of enemies as the infected are not the only threat: accosting other desperate human beings is typically the only way to get precious supplies.
                            "
"
                                    Not a Hero
                                                                    ",75,6.8,5,"
                            Professional assassin turned amateur campaign manager Steve has been tasked with cleaning up his city by an anthropomorphic rabbit and mayoral candidate from the future named BunnyLord. 
                            "
"
                                    Chroma Squad
                                                                    ",75,7.7,4,"
                            Chroma Squad is a tactical RPG about five stunt actors who decide to quit their jobs and start their own Power Rangers-inspired TV show. Cast actors, purchase equipment and upgrades for your studio, craft weapons and giant Mechas out of cardboard and duct tape.
                            "
"
                                    Ironcast
                                                                    ",75,7.3,3,"
                            Puzzlequest meets FTL in this Steampunk Victorian era roguelite. 
                            "
"
                                    Sorcerer King
                                                                    ",75,6.2,7,"
                            Your Kingdom is the final hope against the malevolent Sorcerer King's quest to become a god and destroy the world in this asymmetrical 4X fantasy strategy title. 
                            "
"
                                    Evoland 2: A Slight Case of Spacetime Continuum Disorder
                                                                    ",74,7.7,8,"
                            Evoland 2 is a very unique RPG, with its graphic style and gameplay changing as you progress through a deep storyline based on time travel.
                            "
"
                                    Titan Souls
                                                                    ",74,5.6,4,"
                            Between our world and the world beyond lie the Titan Souls, the spiritual source and sum of all living things. Now scattered among the fallout and guarded by the idle titans tasked with their care, a singular hero armed with a solitary arrow is once more bringing together shards of the Titan Soul in a mission for truth and power.
                            "
"
                                    Space Colony (Steam Edition)
                                                                    ",74,NA,4,"
                            Space Colony: Steam Edition is a remaster of the real-time base builder and strategy game from Firefly Studios, creators of the Stronghold series. In Space Colony you colonize to survive, designing intergalactic bases that keep your crew productive, happy and defended against hostile alien threats. 
                            "
"
                                    Just Cause 3
                                                                    ",74,5.5,11,"
                            Set in the bucolic Mediterranean island republic of Medici, a land crumbling under the brutal rule of General Di Ravello, you assume control of franchise's hero Rico Rodriguez, a man on a mission to liberate his homeland and the people of Medici...by any means necessary. With over four hundred square miles of utter freedom from sky to seabed and a massive arsenal of weaponry, gadgets and vehicles, prepare to unleash chaos in the most creative and explosive ways you can dream up.
                            "
"
                                    Kingdom
                                                                    ",74,7.6,10,"
                            Kingdom is a 2D sidescrolling strategy/resource management hybrid with a minimalist feel wrapped in a beautiful, modern pixel art aesthetic. 
                            "
"
                                    Blackguards 2
                                                                    ",74,7.4,1,"
                            Blackguards 2 ia an SRPG focusing on turn-based, strategic battles with a group of scoundrels as anti-heroes.
                            "
"
                                    Hotline Miami 2: Wrong Number
                                                                    ",74,7.6,3,"
                            A brutal conclusion to the gruesome saga, Hotline Miami 2: Wrong Number follows the escalating level of violence through multiple factions born from the events of the original game and driven by uncertain motivations. Step into the murderous mind of several distinct characters - each with their own motivations and methods of execution -- as storylines intersect and reality slips away into a haze of neon and carnage. Blistering combat, an unmistakable visual style, and a powerfully intense soundtrack will once again push you to the limit and questioning your own thirst for blood.
                            "
"
                                    Guns, Gore & Cannoli
                                                                    ",74,7.5,4,"
                            Guns, Gore & Cannoli is a Tarantino-esque homage to the exploitation/grindhouse films from the 70ies, the gangster classics, and the old school 2D arcade shooters.
                            "
"
                                    Assassin's Creed Syndicate
                                                                    ",74,6,11,"
                            1868 London. The Industrial Revolution. An age of invention and wealth, built on the backs of the working class. As gangster killer Jacob Frye, you recruit a gang to fight for justice on behalf of the oppressed working class. Lead the underworld to reclaim London in an adventure filled with action, intrigue and brutal combat. With Jacob as the leader, players can establish UK's fiercest gang, the only force that can challenge the elite and defeat rival gangs to bring freedom to the oppressed folks. Enemy strongholds can be infiltrated by using an arsenal to dominate London¡¦s underworld. From robbing trains to rescuing child workers, players will do everything they can to bring justice to London¡¦s lawless streets. [Ubisoft]
                            "
"
                                    Crookz: The Big Heist
                                                                    ",74,7.3,8,"
                            Crookz is a tactical strategy game set in the funky 1970¡¦s with a slick and groovy atmosphere. Show off the art of thieving by plotting stylish heists and robberies; utilizing espionage and quick-thinking to avoid detection. Implement a successful strategy by assembling and kitting out your team before the job and planning the best way in.
                            "
"
                                    Mordheim: City of the Damned
                                                                    ",74,6.9,11,"
                            Set in the Warhammer world's decimated Empire city, Mordheim: City of the Damned is a turn-based tactical game where you lead warbands into bloody and lethal skirmishes. The game blends RPG elements, fast-paced tactical combat and intricate unit customization in a time wrought by chaos and rivalry where only the strongest survive.
                            "
"
                                    Oceanhorn: Monster of Uncharted Seas
                                                                    ",74,7.3,3,"
                            Oceanhorn: Monster of Uncharted Seas melds provocative storytelling, 3D visuals and gameplay into one epic action-adventure experience. In the game you explore the islands of Uncharted Seas, a world chock full of dangers, puzzles and secrets. 
                            "
"
                                    Assassin's Creed Rogue
                                                                    ",74,7.4,3,"
                            18th century, North America. Within the chaos and violence of the French and Indian War, Shay Patrick Cormac, a courageous member of the Brotherhood of Assassin¡¦s, undergoes a dark transformation that forever shapes the future of the American colonies. After a perilous mission gone tragically wrong, Shay turns his back on the Assassins who, in response, attempt to kill him. Spurned by those he once called brothers, Shay sets out on a mission to wipe out all who turned against him and ultimately become the most feared Assassin hunter in history. 
                            "
"
                                    Action Henk
                                                                    ",74,7.6,5,"
                            Become a master of momentum and defy physics as you race against a band of ragged 90s action figures to once and for all prove that Action Henk is the fastest of them all.
                            "
"
                                    Transformers: Devastation
                                                                    ",74,7.7,10,"
                            The TRANSFORMERS are in the hands of acclaimed developer PlatinumGames, who have combined their brawler action with comic book inspired art to create a TRANSFORMERS game.
                            "
"
                                    Anna's Quest
                                                                    ",74,6.9,7,"
                            In a land far, far away lives a brave young girl called Anna. She lives a peaceful life in the forest with her grandfather, until a mysterious illness befalls him. And so Anna ventures forth to find a cure for him, but this world is a much more dangerous and bizarre place than she'd thought: putting her journey to a sudden end, the witch Winfriede kidnaps Anna to use her for an experiment.
                            "
"
                                    Resident Evil: Revelations 2
                                                                    ",74,7,3,"
                            In Revelations 2, Raid Mode begins with choosing a character, and there are several characters to match all tastes. After that, you'll customize your weapons and skills to prepare for deployment. Raid Mode has been about collecting loot such as weapons, custom parts, and currency; in Revelations 2, you'll also find treasure chests thrown into the mix. Remember, however, your ultimate goal is to find and break the goal emblem at the end of each stage. Raid Mode allows for cooperative play -- including local two-player split-screen. Grab a friend and get ready to shoot your way through this additional mode. 
                            "
"
                                    A Pixel Story
                                                                    ",74,5.8,3,"
                            A Pixel Story is a sinister 2D puzzle platformer that charts the evolution of video games. You have to use your Magical Teleportation Hat to explore six increasingly detailed zones on your mission to reach the core of The System to stop the evil OS and save the world.
                            "
"
                                    Game of Thrones: Episode Five - A Nest of Vipers
                                                                    ",74,6.7,7,"
                            In this penultimate episode, the actions of every Forrester are vital to the survival of the house. Rodrik's alliance with House Glenmore, and his defiance of the Whitehills, has drawn the ire of an even greater threat: Ramsay Snow. Far across the Narrow Sea in Essos, with Meereen now a free city, Asher is close to securing the army he desperately needs to return home, and save his family. In King's Landing, Mira's activities at Tommen's coronation have not escaped the attention of Margaery Tyrell, and Cersei has realized that the handmaiden may prove useful in her political games. Finally, beyond the Wall, Gared's unlikely allies are reluctant to help in the search for the North Grove... but this far into the frozen wilds, Crows and Free Folk have a common enemy; and winter is coming.
                            "
"
                                    The Red Solstice
                                                                    ",74,7.4,7,"
                            A tactical eight-player co-op survival game set in the distant future on Mars. Join the fight and lead your customized squad as you roam freely over huge maps, completing random objectives and dealing with random events. The goal is to strategize, survive and conquer by any means necessary. 
                            "
"
                                    Dragon Age: Inquisition - Jaws Of Hakkon
                                                                    ",74,5.7,3,"
                            Learn the fate of the last Inquisitor and the powerful dragon he pursued. Enter an overgrown wilderness chock full of Avvar, fiercely independent hunters who settled in the southern mountains of Thedas. Explore their culture to uncover what happened to the last Inquisitor and the dragon he tracked. Discover an ancient Tevinter fortress that hides a powder-keg secret. In this new adventure, playable within the Dragon Age: Inquisition campaign, you will face powerful foes, gain legendary armor and weapons, and confront an ancient god of war bent on destroying the world.
                            "
"
                                    Game of Thrones: Episode Two - The Lost Lords
                                                                    ",73,7.7,2,"
                            The Lost Lords is the second of six installments in the Game of Thrones: A Telltale Games Series.
                            "
"
                                    Resident Evil: Revelations 2 - Episode 1: Penal Colony
                                                                    ",73,7.1,2,"
                            The first episode is entitled Penal Colony. Claire Redfield, one of the only survivors of the Raccoon City incident of 1998, has since joined an NGO called Terra Save, whose mission is to assist victims of biological weaponry. During an event at Terra Save¡¦s HQ, a mysterious force abducts Claire and her co-workers and moves them to a creepy deserted island.
                            "
"
                                    Mad Max
                                                                    ",73,7.8,9,"
                            Mad Max places players in the role of a lone warrior who must embark on a journey to reclaim his stolen interceptor from a deadly gang of marauders.
                            "
"
                                    Dragon Quest Heroes: The World Tree's Woe and the Blight Below
                                                                    ",73,6.9,12,"
                            In DRAGON QUEST HEROES, players must rise up against insurmountable odds, challenging swarms of enemies and conquering gigantic monsters. DRAGON QUEST HEROES comes to the PlayStation 4 system in beautiful high-definition graphics, filled with characters and monsters designed by world-renowned artist Akira Toriyama.
                            "
"
                                    Minecraft: Story Mode - Episode 3: The Last Place You Look
                                                                    ",73,6.1,11,"
                            Minecraft: Story Mode is like a playable TV show based on the game, where YOU are the star, and your choices and actions decide how the story is told. You are Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your gang stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the ¡§Order of the Stone¡¨, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond. 
                            "
"
                                    Yatagarasu: Attack on Cataclysm
                                                                    ",73,5,7,"
                            Yatagarasu Attack on Cataclysm is a novel, traditional-style 2D fighting game with eleven playable characters and which aspires to delivering solid game play and high quality production values. 
                            "
"
                                    The Sims 4: Get to Work
                                                                    ",73,6,3,"
                            Live the thrilling life of an emergency room Doctor and spend your days saving lives, delivering babies, and performing emergency surgery. Grab your badge and start investigating crime scenes, interrogating suspects, and solving mysterious cases as a Detective. Use your analytical mastermind to craft diabolical creations as a Scientist and decide whether you¡¦ll use your inventions for good or evil. Create a variety of retail businesses including bakeries, clothing boutiques, art galleries, bookstores, and many more. Capture the picture-perfect photo or bake and decorate a delicious treat with the new Photography and Baking skills. Create and customize aliens in Create A Sim, uncover which Sims are actually aliens in disguise, and discover the mysterious Alien dimension!
                            "
"
                                    Thea: The Awakening
                                                                    ",73,8.6,11,"
                            Thea: The Awakening, a turn-based, rogue-like, strategic-survival game, set in a post-apocalyptic dark fantasy world, all inspired by Slavic Myth and Folklore and infused with rich story and a unique, card based minigame.
                            "
"
                                    Hard West
                                                                    ",73,7.5,11,"
                            When a tragic turn of events sets one man down a path of supernatural chaos and revenge, he must brutally hunt down all those whom wronged him. Fight and survive through 8 unique story-based scenarios, and try your hand at more than 40 individually designed turn-based combat missions with your squad of 1-4 posse squad members. 
                            "
"
                                    0RBITALIS
                                                                    ",73,7.3,5,"
                            0RBITALIS (don't call it ""Orbitalis""!) is a satellite launching simulator with a retro-puzzle style. Launch your satellite into orbit and go head to head with the dominant force that formed the entire universe: Gravity. 
                            "
"
                                    Massive Chalice
                                                                    ",73,6,6,"
                            Massive Chalice is a single player turn-based tactics game within a multi-generational strategy campaign where you must unite your kingdom under a powerful dynasty as an immortal King or Queen to eliminate the demonic threat, and reforge the Massive Chalice.
                            "
"
                                    Blues and Bullets - Episode 1: The End of Peace
                                                                    ",73,6.2,7,"
                            Eliot Ness, the former leader of the legendary Untouchables, wished only to spend the rest of his days working in his diner, not dwelling too much on the cesspit of corruption his city, Santa Esperanza, had degenerated into. But things rarely go as planned.
                            "
"
                                    Broken Age: Act 2
                                                                    ",73,6.4,4,"
                            Broken Age is a point-and-click adventure telling the stories of a young boy and girl leading parallel lives. The girl has been chosen by her village to be sacrificed to a terrible monster--but she decides to fight back. Meanwhile, a boy on a spaceship is living a solitary life under the care of a motherly computer, but he wants to break free to lead adventures and do good in the world. Adventures ensue.
                            "
"
                                    Call of Duty: Black Ops III
                                                                    ",73,3,11,"
                            In Black Ops 3, Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse, using controlled thrust jumps, slides, wall runs and mantling abilities in a myriad of combinations, all while continuously keeping full control over their weapon. Maps are designed from the ground-up for the new movement system, enabling players to be successful with traditional movement, as well as with advanced tactics and maneuvers.
                            "
"
                                    Lemma
                                                                    ",73,7.7,5,"
                            A first-person parkour in a surreal, physics-driven voxel world. Every move can modify the environment. Surfaces pop in and out of existence at will. 
                            "
"
                                    Adventures of Pip
                                                                    ",72,6.8,3,"
                            Pip is an unlikely 1-pixel hero yet has the unique ability to absorb the pixels of his defeated enemies to evolve into three different forms. Players will skillfully switch between these three forms while exploring five worlds on an epic 10-hour campaign to defeat the Skeleton Queen.
                            "
"
                                    Anno 2205
                                                                    ",72,6,11,"
                            In Anno 2205, enlist with humankind¡¥s next step into the future with the promise to build a better tomorrow. You'll conquer Earth, establishing rich, bustling cities and grand industrial complexes, but to secure the prosperity of your people, you must travel into space. 
                            "
"
                                    Block N Load
                                                                    ",72,7.5,4,"
                            Build. Destroy. Attack. Defend. Tunnel. Trap. Catapult. Poison. Slice. Detonate. Sabotage. Win.
                            "
"
                                    Renowned Explorers: International Society
                                                                    ",72,6.4,9,"
                            
                            "
"
                                    Star Wars Battlefront
                                                                    ",72,3.5,11,"
                            Star Wars Battlefront lets players live out a broad array of heroic moments and intense battle fantasies of their own ¡V firing blasters, riding speeder bikes and snow speeders, commanding AT-ATs and piloting TIE fighters and the Millennium Falcon. These battles will take place on the iconic planets of the Star Wars universe, including Endor, Hoth, Tatooine and the previously unexplored planet, Sullust. Gamers can play as the memorable characters from the original trilogy such as Darth Vader and Boba Fett. Star Wars Battlefront features a wide range of modes tailored for different types of battles, from larger 40-person competitive multiplayer to crafted missions that are played solo, with a partner via split-screen offline or co-operatively online. [EA/Lucasfilm] 
                            "
"
                                    Convoy
                                                                    ",72,5.5,4,"
                            Convoy is a tactical roguelike-like inspired by Mad Max and FTL in which you cross a wasteland in search of parts for your broken ship. Presented in pixel art and set in a future post-apocalyptic setting, Convoy is a squad based tactical combat roguelike-like in its core. 
                            "
"
                                    LEGO Jurassic World
                                                                    ",72,7.2,6,"
                            Following the epic storylines of Jurassic Park, The Lost World: Jurassic Park and Jurassic Park III, as well as the highly anticipated Jurassic World, LEGO Jurassic World is the first videogame where players will be able to relive and experience all four Jurassic films.
                            "
"
                                    Big Pharma
                                                                    ",72,6.3,8,"
                            What if you had it in your power to rid the world of disease, to improve the lives of millions, to ease suffering and cure the sick¡K and earn a tidy profit? As the head of your own Pharmaceutical Conglomerate you have this power resting in your hands. Will you use it for good? 
                            "
"
                                    Guild of Dungeoneering
                                                                    ",72,5,7,"
                            Guild of Dungeoneering is a turn-based dungeon crawler with a twist: instead of controlling the hero you're tasked with building the dungeon around him. Using cards drawn from your Guild decks you lay down rooms, monsters, traps and of course loot.
                            "
"
                                    Way of the Samurai 4
                                                                    ",72,7.1,7,"
                            Set in post-isolationist Japan, Way of the Samurai 4 offers a unique way to experience an era that forever changed a nation. The era's cultural landscape offers countless opportunities for the ambitious, and players are thrown into this world as a ronin (masterless samurai) looking to make a name for himself. Taking their place in the overall power struggle, players will be given the choice to align themselves with one of three factions: the shogunate pro-governmental forces, the nationalistic isolationists and the growing foreign powers, and their loyalty and interaction with each of the three factions will shape the story towards one of ten possible different endings.
                            "
"
                                    Devil May Cry 4: Special Edition
                                                                    ",72,8.6,6,"
                            Devil May Cry 4 throws you into a gothic supernatural world, where a new protagonist clashes with a familiar hero. As the new leading man, Nero, you unleash incredible attacks and non-stop combos using a new gameplay mechanic, his powerful ""Devil Bringer"" arm. On the coast of a distant land you'll find the castle town of Fortuna. It is here that the group known as the Order of the Sword practices an elusive religion. They revere the demon warrior Sparda, who as their god fought to protect humans, and are committed to the extermination of all demons. Nero, a young knight from the Order, is tasked with finding Dante, the mysterious assassin who murdered the head of the Order of the Sword. Simultaneously, more demons begin to surface throughout the city. Nero soon comes to discover the motives behind Dante's appearance and the truth behind the intentions of the Order of the Sword. 
                            "
"
                                    Warhammer 40,000: Regicide
                                                                    ",72,7.7,9,"
                            Regicide is a novel take on the Warhammer universe, featuring an intense mix of strategy and cinematic gameplay. An original and brutal take on turn-based strategy, Regicide fuses characters, abilities and environments derived from the Warhammer 40,000 universe from Games Workshop, with traditional strategy and new action-heavy gameplay elements.
                            "
